session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260509-034505,1778298309,2026-05-09 03:45:09+00:00,1778298309000,3,26.07737,60.99635,10.09548,73382,True,99.26971,0
20260509-034505,1778298321,2026-05-09 03:45:21+00:00,1778298321000,15,26.72007,55.79137,10.09539,1801075,True,0.0,0
20260509-034505,1778298333,2026-05-09 03:45:33+00:00,1778298333000,27,26.4158,55.99467,10.09539,50412,True,55.21737,0
20260509-034505,1778298345,2026-05-09 03:45:45+00:00,1778298345000,39,26.27127,55.55605,10.0952,55233,True,100.07388,0
20260509-034505,1778298357,2026-05-09 03:45:57+00:00,1778298357000,51,26.25352,56.05016,10.09517,58067,True,101.02182,0
20260509-034505,1778298369,2026-05-09 03:46:09+00:00,1778298369000,63,26.25605,57.32284,10.09527,59554,True,101.90115,0
20260509-034505,1778298381,2026-05-09 03:46:21+00:00,1778298381000,75,26.25605,56.98334,10.09515,60588,True,102.82458,0
20260509-034505,1778298393,2026-05-09 03:46:33+00:00,1778298393000,87,26.25099,57.17665,10.09519,61840,True,103.75839,0
20260509-034505,1778298405,2026-05-09 03:46:45+00:00,1778298405000,99,26.24845,56.25458,10.09529,63433,True,104.62603,0
20260509-034505,1778298417,2026-05-09 03:46:57+00:00,1778298417000,111,26.24845,55.93498,10.09543,64508,True,105.53204,0
20260509-034505,1778298429,2026-05-09 03:47:09+00:00,1778298429000,123,26.24591,54.70776,10.0954,65826,True,106.28484,0
20260509-034505,1778298441,2026-05-09 03:47:21+00:00,1778298441000,135,26.25352,55.28854,10.09551,66295,True,107.28931,0
20260509-034505,1778298453,2026-05-09 03:47:33+00:00,1778298453000,147,26.24845,54.65863,10.09536,67525,True,108.22658,0
20260509-034505,1778298465,2026-05-09 03:47:45+00:00,1778298465000,159,26.25605,53.57243,10.09544,68351,True,108.95328,0
20260509-034505,1778298477,2026-05-09 03:47:57+00:00,1778298477000,171,26.24338,53.44077,10.0951,69313,True,109.62001,0
20260509-034505,1778298489,2026-05-09 03:48:09+00:00,1778298489000,183,26.2307,54.11223,10.09558,64607,True,114.00044,0
20260509-034505,1778298501,2026-05-09 03:48:21+00:00,1778298501000,195,26.25099,55.24039,10.09545,66878,True,115.55011,0
20260509-034505,1778298513,2026-05-09 03:48:33+00:00,1778298513000,207,26.26113,53.76011,10.09542,68800,True,115.6548,0
20260509-034505,1778298525,2026-05-09 03:48:45+00:00,1778298525000,219,26.25605,53.02407,10.09539,69950,True,115.56248,0
20260509-034505,1778298537,2026-05-09 03:48:57+00:00,1778298537000,231,26.26113,53.73351,10.0954,70480,True,116.31274,0
20260509-034505,1778298549,2026-05-09 03:49:09+00:00,1778298549000,243,26.25605,55.01813,10.09517,69601,True,118.66979,0
20260509-034505,1778298561,2026-05-09 03:49:21+00:00,1778298561000,255,26.25605,55.29855,10.09548,69833,True,120.49959,0
20260509-034505,1778298573,2026-05-09 03:49:33+00:00,1778298573000,267,26.25099,55.0401,10.09542,70008,True,122.46185,0
20260509-034505,1778298585,2026-05-09 03:49:45+00:00,1778298585000,279,26.26366,55.08677,10.09565,70008,True,128.6102,3
20260509-034505,1778298597,2026-05-09 03:49:57+00:00,1778298597000,291,26.27127,54.89798,10.09569,70598,True,127.61423,3
20260509-034505,1778298609,2026-05-09 03:50:09+00:00,1778298609000,303,26.27634,55.78774,10.09586,70008,True,128.05049,3
20260509-034505,1778298621,2026-05-09 03:50:21+00:00,1778298621000,315,26.27888,56.94149,10.0958,68970,True,129.94406,3
20260509-034505,1778298633,2026-05-09 03:50:33+00:00,1778298633000,327,26.28141,57.23752,10.09587,68914,True,130.72595,3
20260509-034505,1778298645,2026-05-09 03:50:45+00:00,1778298645000,339,26.28395,58.19377,10.09605,68240,True,131.34045,3
20260509-034505,1778298657,2026-05-09 03:50:57+00:00,1778298657000,351,26.28902,59.37651,10.09596,67362,True,133.53442,3
20260509-034505,1778298669,2026-05-09 03:51:09+00:00,1778298669000,363,26.28648,60.21803,10.09609,66559,True,135.63261,3
20260509-034505,1778298681,2026-05-09 03:51:21+00:00,1778298681000,375,26.28902,60.37122,10.09624,66453,True,136.73566,3
20260509-034505,1778298693,2026-05-09 03:51:33+00:00,1778298693000,387,26.29916,59.24648,10.0963,66985,True,135.05283,3
