session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260507-101640,1778149006,2026-05-07 10:16:46+00:00,1778149006000,3,26.46277,44.25393,10.08731,85174,True,94.87622,0
20260507-101640,1778149018,2026-05-07 10:16:58+00:00,1778149018000,15,27.10295,39.89924,10.08756,4100994,True,0.0,0
20260507-101640,1778149030,2026-05-07 10:17:10+00:00,1778149030000,27,26.79614,41.19408,10.08725,69775,True,0.0,0
20260507-101640,1778149042,2026-05-07 10:17:22+00:00,1778149042000,39,26.66429,42.69735,10.08733,72367,True,95.397,0
20260507-101640,1778149054,2026-05-07 10:17:34+00:00,1778149054000,51,26.63639,42.85274,10.08736,74958,True,96.49419,0
20260507-101640,1778149066,2026-05-07 10:17:46+00:00,1778149066000,63,26.63386,42.83792,10.08735,77454,True,97.40234,0
20260507-101640,1778149078,2026-05-07 10:17:58+00:00,1778149078000,75,26.62625,42.83992,10.08718,79589,True,98.23286,0
20260507-101640,1778149090,2026-05-07 10:18:10+00:00,1778149090000,87,26.62625,42.83194,10.08725,80584,True,99.12278,0
20260507-101640,1778149102,2026-05-07 10:18:22+00:00,1778149102000,99,26.61865,42.85762,10.08714,82004,True,99.98099,0
20260507-101640,1778149114,2026-05-07 10:18:34+00:00,1778149114000,111,26.61865,42.83373,10.08709,83062,True,100.87104,0
20260507-101640,1778149126,2026-05-07 10:18:46+00:00,1778149126000,123,26.62118,42.83757,10.08731,83894,True,101.83601,0
20260507-101640,1778149138,2026-05-07 10:18:58+00:00,1778149138000,135,26.61865,42.85431,10.08712,84829,True,102.79265,0
20260507-101640,1778149150,2026-05-07 10:19:10+00:00,1778149150000,147,26.61865,42.81924,10.08714,85174,True,103.99409,0
20260507-101640,1778149162,2026-05-07 10:19:22+00:00,1778149162000,159,26.62118,42.83963,10.08708,86137,True,105.05623,0
20260507-101640,1778149174,2026-05-07 10:19:34+00:00,1778149174000,171,26.62625,42.8197,10.08719,86672,True,106.11626,0
20260507-101640,1778149186,2026-05-07 10:19:46+00:00,1778149186000,183,26.61611,42.80633,10.08701,87032,True,107.25035,0
20260507-101640,1778149224,2026-05-07 10:20:24+00:00,1778149224000,220,26.68281,42.64497,10.08717,87670,True,112.62762,0
20260507-101640,1778149236,2026-05-07 10:20:36+00:00,1778149236000,232,26.56033,43.18544,10.08704,67253,True,150.44386,0
20260507-101640,1778149248,2026-05-07 10:20:48+00:00,1778149248000,244,26.58568,42.9698,10.08689,76885,True,143.38765,0
20260507-101640,1778149260,2026-05-07 10:21:00+00:00,1778149260000,256,26.58568,42.936,10.0871,81605,True,135.56877,0
