session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260508-205236,1778273570,2026-05-08 20:52:50+00:00,1778273570000,3,25.90247,42.0948,10.09091,107303,True,93.11211,0
20260508-205236,1778273582,2026-05-08 20:53:02+00:00,1778273582000,15,26.53751,38.13149,10.0908,4855072,True,0.0,0
20260508-205236,1778273594,2026-05-08 20:53:14+00:00,1778273594000,27,26.22056,39.38412,10.09085,73575,True,0.0,0
20260508-205236,1778273606,2026-05-08 20:53:26+00:00,1778273606000,39,26.0811,40.8466,10.09079,75704,True,100.69604,0
20260508-205236,1778273618,2026-05-08 20:53:38+00:00,1778273618000,51,26.05067,41.03131,10.09095,77670,True,102.01067,0
20260508-205236,1778273628,2026-05-08 20:53:48+00:00,1778273628000,61,26.10038,40.9273,10.09077,78544,True,102.91128,0
20260508-205236,1778273641,2026-05-08 20:54:01+00:00,1778273641000,74,25.98639,41.64182,10.09106,64310,True,105.3701,0
20260508-205236,1778273769,2026-05-08 20:56:09+00:00,1778273769000,201,25.88333,41.93969,10.09158,42991,True,220.74377,0
