session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm
20260430-235226,-OrVoAKnq7WJvmLDGElt,2026-04-30 23:54:27+00:00,1777593267000,120,25.10145,41.43206,1004.21997,59092
20260430-235226,-OrVoCmuay1j5kHIdxhB,2026-04-30 23:54:37+00:00,1777593277000,130,25.09226,41.47774,1004.21997,59259
20260430-235226,-OrVoFD12Zvy5S-tT_oA,2026-04-30 23:54:47+00:00,1777593287000,140,25.08465,41.52361,1004.21997,59259
20260430-235226,-OrVoHf_CS-G9k34lXy1,2026-04-30 23:54:57+00:00,1777593297000,150,25.078,41.34195,1004.21002,59343
20260430-235226,-OrVoK5bDC25uCbnb9Yd,2026-04-30 23:55:07+00:00,1777593307000,160,25.07229,41.51057,1004.21997,59343
20260430-235226,-OrVoMZDrBwESHQZjhrg,2026-04-30 23:55:17+00:00,1777593317000,170,25.06691,41.58589,1004.21002,59301
20260430-235226,-OrVoP3xusIAqcwgjNqf,2026-04-30 23:55:27+00:00,1777593327000,180,25.0631,41.63221,1004.21002,59259
20260430-235226,-OrVoRQ07qh7MGTT2pX3,2026-04-30 23:55:37+00:00,1777593337000,190,25.06025,41.70787,1004.21002,59343
20260430-235226,-OrVoTrgXA7m4RADtOsu,2026-04-30 23:55:47+00:00,1777593347000,200,25.05803,41.81289,1004.21002,59385
20260430-235226,-OrVoWKFmFrbylKZPuFK,2026-04-30 23:55:57+00:00,1777593357000,210,25.05549,41.83015,1004.21002,59427
20260430-235226,-OrVoYkFCXilFxAyNY2c,2026-04-30 23:56:07+00:00,1777593367000,220,25.05328,41.84745,1004.21002,59343
20260430-235226,-OrVoaCaBDbl1D-UT1xS,2026-04-30 23:56:17+00:00,1777593377000,230,25.05106,41.91158,1004.21002,59427
20260430-235226,-OrVocckPIgX0rSOzqN0,2026-04-30 23:56:27+00:00,1777593387000,240,25.04821,41.8937,1004.20001,59427
20260430-235226,-OrVof4357kNg7JaFPbA,2026-04-30 23:56:37+00:00,1777593397000,250,25.04504,41.86409,1004.20001,59385
20260430-235226,-OrVohW6_suZScd0XRrY,2026-04-30 23:56:47+00:00,1777593407000,260,25.0406,41.91041,1004.20001,59385
20260430-235226,-OrVojxFTOkkT1YFSI0o,2026-04-30 23:56:57+00:00,1777593417000,270,25.03743,42.08574,1004.20001,59469
20260430-235226,-OrVomOxL3Os_rLtFeSp,2026-04-30 23:57:07+00:00,1777593427000,280,25.03331,42.13216,1004.20001,59301
20260430-235226,-OrVoopsx39kJuGYx-MB,2026-04-30 23:57:17+00:00,1777593437000,290,25.03046,42.21977,1004.19,59217
20260430-235226,-OrVorH3L63HrcsE_8rJ,2026-04-30 23:57:27+00:00,1777593447000,300,25.02887,42.2841,1004.19,59217
20260430-235226,-OrVou589TgvTSxl-Q9V,2026-04-30 23:57:37+00:00,1777593457000,310,25.02697,42.36604,1004.19,59301
20260430-235226,-OrVow9qEoFbNlIEYDpy,2026-04-30 23:57:47+00:00,1777593467000,320,25.0257,42.40698,1004.19,59301
20260430-235226,-OrVoyamIv8QUREXZkzw,2026-04-30 23:57:57+00:00,1777593477000,330,25.02475,42.49495,1004.20001,59175
20260430-235226,-OrVp01s6J2tWDnW7zSG,2026-04-30 23:58:07+00:00,1777593487000,340,25.02285,42.5476,1004.19,59217
20260430-235226,-OrVp2ULU-2968PIoTDo,2026-04-30 23:58:17+00:00,1777593497000,350,25.02127,42.54742,1004.19,59092
20260430-235226,-OrVp4vcK369EYW9BJfh,2026-04-30 23:58:27+00:00,1777593507000,360,25.01905,42.57067,1004.17999,59092
20260430-235226,-OrVp7ZRSrT_Wy8WfRSU,2026-04-30 23:58:37+00:00,1777593517000,370,25.01746,42.60576,1004.16998,59133
20260430-235226,-OrVp9oT-CuSkJVr9IM5,2026-04-30 23:58:47+00:00,1777593527000,380,25.01683,42.69387,1004.17999,59008
20260430-235226,-OrVpCH3WKjc2PznoBpq,2026-04-30 23:58:57+00:00,1777593537000,390,25.01588,42.71141,1004.17999,58884
20260430-235226,-OrVpEggI_W_8F_sKHYR,2026-04-30 23:59:07+00:00,1777593547000,400,25.01461,42.62895,1004.19,58967
20260430-235226,-OrVpHW3R-fqWi8KqglG,2026-04-30 23:59:17+00:00,1777593557000,410,25.01207,42.56989,1004.19,58719
20260430-235226,-OrVpJ_Gl-2Mz9EhsuJJ,2026-04-30 23:59:27+00:00,1777593567000,420,25.01049,42.50509,1004.17999,58473
20260430-235226,-OrVpMORIgpN8AfTG3gx,2026-04-30 23:59:37+00:00,1777593577000,430,25.00986,42.46978,1004.16998,58514
20260430-235226,-OrVpOTTHSHT4tvZjHdh,2026-04-30 23:59:47+00:00,1777593587000,440,25.00795,42.48131,1004.16998,58432
20260430-235226,-OrVpQwAowcvABrHAQxn,2026-04-30 23:59:57+00:00,1777593597000,450,25.00605,42.43998,1004.15997,58067
20260430-235226,-OrVpTKliUdUJYw5gUgK,2026-05-01 00:00:07+00:00,1777593607000,460,25.00415,42.45152,1004.15997,58027
20260430-235226,-OrVpVoFnlD6K8ufIz80,2026-05-01 00:00:17+00:00,1777593617000,470,25.00161,42.47472,1004.15997,58148
20260430-235226,-OrVpYDuI3894sv-iwoo,2026-05-01 00:00:27+00:00,1777593627000,480,24.9994,42.50971,1004.15002,58229
20260430-235226,-OrVp_eo80hQudIaE8E9,2026-05-01 00:00:37+00:00,1777593637000,490,24.99781,42.56828,1004.14001,58310
20260430-235226,-OrVpc6vmV3evTZxxWeF,2026-05-01 00:00:47+00:00,1777593647000,500,24.99559,42.64443,1004.15002,58391
20260430-235226,-OrVpe_-Jftc9YU8hZ-3,2026-05-01 00:00:57+00:00,1777593657000,510,24.99369,42.65598,1004.15002,58554
20260430-235226,-OrVpgzsHsy9lTVu648Y,2026-05-01 00:01:07+00:00,1777593667000,520,24.99147,42.64397,1004.14001,58554
20260430-235226,-OrVpjT-_G55mP4TlnlD,2026-05-01 00:01:17+00:00,1777593677000,530,24.98925,42.59082,1004.14001,58678
20260430-235226,-OrVplsuEP5LpGq1XPtC,2026-05-01 00:01:27+00:00,1777593687000,540,24.98767,42.57888,1004.14001,58636
20260430-235226,-OrVpoKH0q5SaIhUhcFz,2026-05-01 00:01:37+00:00,1777593697000,550,24.9864,42.54936,1004.14001,58514
20260430-235226,-OrVpqy85l4NybNh_-FS,2026-05-01 00:01:47+00:00,1777593707000,560,24.98482,42.53744,1004.15002,58350
20260430-235226,-OrVptIUV3GULBHKb1g0,2026-05-01 00:01:57+00:00,1777593717000,570,24.98196,42.50774,1004.15997,58554
20260430-235226,-OrVpvkace36vQIqZG0v,2026-05-01 00:02:07+00:00,1777593727000,580,24.97943,42.53095,1004.15002,58595
20260430-235226,-OrVpyAPn6teNbl6fbK3,2026-05-01 00:02:17+00:00,1777593737000,590,24.97721,42.57183,1004.15002,58595
20260430-235226,-OrVq-bsimahunnlOaMh,2026-05-01 00:02:27+00:00,1777593747000,600,24.97499,42.60683,1004.15002,58636
20260430-235226,-OrVq234yaZA2LviZ3Tu,2026-05-01 00:02:37+00:00,1777593757000,610,24.97277,42.64185,1004.15002,58473
20260430-235226,-OrVq4UyaL3rErihUAqx,2026-05-01 00:02:47+00:00,1777593767000,620,24.97055,42.62984,1004.14001,58188
20260430-235226,-OrVq6wV4xNVlpFVowEZ,2026-05-01 00:02:57+00:00,1777593777000,630,24.96707,42.64708,1004.13,57907
20260430-235226,-OrVq9OCKS4N6REBCg7H,2026-05-01 00:03:07+00:00,1777593787000,640,24.9639,42.67611,1004.13,57588
20260430-235226,-OrVqBocfIuJleHOvyEB,2026-05-01 00:03:17+00:00,1777593797000,650,24.96231,42.69946,1004.13,57273
20260430-235226,-OrVqEGG-zkRMKazVWrJ,2026-05-01 00:03:27+00:00,1777593807000,660,24.96041,42.70512,1004.13,56961
20260430-235226,-OrVqGipt_nPsHeZt7DI,2026-05-01 00:03:37+00:00,1777593817000,670,24.95788,42.72247,1004.13,56961
20260430-235226,-OrVqJ808SVDwHLaSpwm,2026-05-01 00:03:47+00:00,1777593827000,680,24.95566,42.74575,1004.12,57470
20260430-235226,-OrVqL_vHOWeF_-MUwBL,2026-05-01 00:03:57+00:00,1777593837000,690,24.95376,42.78083,1004.10999,57470
20260430-235226,-OrVqO1-rwUXU8aHqv6c,2026-05-01 00:04:07+00:00,1777593847000,700,24.95185,42.79238,1004.10999,57707
20260430-235226,-OrVqQSitHXIAX2AEze_,2026-05-01 00:04:17+00:00,1777593857000,710,24.94963,42.80389,1004.09998,57827
20260430-235226,-OrVqSuYgpRaRqIqnfBU,2026-05-01 00:04:27+00:00,1777593867000,720,24.94742,42.82718,1004.09003,57947
20260430-235226,-OrVqVMRpFDcxhdYuAtF,2026-05-01 00:04:37+00:00,1777593877000,730,24.94583,42.84465,1004.09998,58067
20260430-235226,-OrVqXmuOhe3oKDpuoUz,2026-05-01 00:04:47+00:00,1777593887000,740,24.94393,42.88564,1004.09003,58108
20260430-235226,-OrVq_mySypEAuP80KYA,2026-05-01 00:04:57+00:00,1777593897000,750,24.94235,42.89723,1004.08002,58188
20260430-235226,-OrVqbezwpHQ2ywC6PyD,2026-05-01 00:05:07+00:00,1777593907000,760,24.94013,42.8911,1004.08002,58067
20260430-235226,-OrVqe7-Y96V67xpobh8,2026-05-01 00:05:17+00:00,1777593917000,770,24.93727,42.89666,1004.09003,57907
20260430-235226,-OrVqgZMLzQ8WGCZQsH9,2026-05-01 00:05:27+00:00,1777593927000,780,24.93569,42.93179,1004.09003,57549
20260430-235226,-OrVqj-BiGohVb7pTqn7,2026-05-01 00:05:37+00:00,1777593937000,790,24.93379,42.96691,1004.09003,57391
20260430-235226,-OrVqlRSC0bjMMYGYKWx,2026-05-01 00:05:47+00:00,1777593947000,800,24.93189,42.99026,1004.08002,57509
20260430-235226,-OrVqnsh9gUOxYMwzd5Y,2026-05-01 00:05:57+00:00,1777593957000,810,24.93062,43.03724,1004.09003,57430
20260430-235226,-OrVqqKFpntpPybADdoD,2026-05-01 00:06:07+00:00,1777593967000,820,24.92999,43.0195,1004.09003,57549
20260430-235226,-OrVqslCbJj7IL-PvISp,2026-05-01 00:06:17+00:00,1777593977000,830,24.9284,43.00164,1004.09003,57707
20260430-235226,-OrVqvCOlYuJ7sZ59q6c,2026-05-01 00:06:27+00:00,1777593987000,840,24.92777,43.00747,1004.09003,57430
20260430-235226,-OrVqxdpUzMhcfZg-p03,2026-05-01 00:06:37+00:00,1777593997000,850,24.9265,43.00732,1004.09998,57195
20260430-235226,-OrVr-5AMx1BH_rZ8MCt,2026-05-01 00:06:47+00:00,1777594007000,860,24.92523,42.98361,1004.10999,57078
20260430-235226,-OrVr1XV0qmveaTn9_kG,2026-05-01 00:06:57+00:00,1777594017000,870,24.92301,42.9598,1004.09998,56884
20260430-235226,-OrVr3yajCXDtVJK_f5H,2026-05-01 00:07:07+00:00,1777594027000,880,24.91921,42.94759,1004.09003,56615
20260430-235226,-OrVr6PdZjtgQ6BRFaIU,2026-05-01 00:07:17+00:00,1777594037000,890,24.91762,42.96507,1004.09998,56047
20260430-235226,-OrVr8rEtOz1xalv103D,2026-05-01 00:07:27+00:00,1777594047000,900,24.91541,42.97071,1004.10999,55711
20260430-235226,-OrVrBHy7mWbbEHtxdyo,2026-05-01 00:07:37+00:00,1777594057000,910,24.91287,42.98809,1004.10999,55526
20260430-235226,-OrVrDj-NWP9rrnAxZeP,2026-05-01 00:07:47+00:00,1777594067000,920,24.91129,43.00558,1004.09998,55161
20260430-235226,-OrVrGAEyvUsBLkJuofz,2026-05-01 00:07:57+00:00,1777594077000,930,24.90938,43.02304,1004.09998,55161
20260430-235226,-OrVrIiD9HfzssFXm23t,2026-05-01 00:08:07+00:00,1777594087000,940,24.9078,43.01108,1004.09998,55379
20260430-235226,-OrVrL3MtsxjIRZDBaVP,2026-05-01 00:08:17+00:00,1777594097000,950,24.9059,43.01087,1004.09998,55270
