session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260503-202425,-OrjWL2QY2abbFqGQ30V,2026-05-03 20:26:28+00:00,1777839988000,123,26.47412,43.58493,9.99862,57907,False,94.38547,0
20260503-202425,-OrjWNyPINfpgUXwWRqo,2026-05-03 20:26:40+00:00,1777840000000,135,26.47665,43.5991,9.99872,58554,False,97.35329,0
20260503-202425,-OrjWQw-H5bA255rDU9J,2026-05-03 20:26:52+00:00,1777840012000,147,26.47412,43.5648,9.99859,58678,False,100.58832,0
20260503-202425,-OrjWTpIqJW_CtYzkLtE,2026-05-03 20:27:04+00:00,1777840024000,159,26.46905,43.56381,9.99849,59469,False,103.80667,0
20260503-202425,-OrjWWkmt2VjT4LTk449,2026-05-03 20:27:16+00:00,1777840036000,171,26.47412,43.55146,9.99864,59639,False,107.48251,0
20260503-202425,-OrjWZmFJ0-nPFw0ym7M,2026-05-03 20:27:28+00:00,1777840048000,183,26.47412,43.52108,9.99878,60283,False,111.01062,0
20260503-202425,-OrjWbco3Q2ag71su1cs,2026-05-03 20:27:40+00:00,1777840060000,195,26.46905,43.49442,9.99861,60239,True,169.17865,3
20260503-202425,-OrjWeYNN1BqfeyeDzpj,2026-05-03 20:27:52+00:00,1777840072000,207,26.47412,43.49667,9.99878,60500,True,167.52774,3
20260503-202425,-OrjWhVd6dtb1E3AS0VU,2026-05-03 20:28:04+00:00,1777840084000,219,26.47412,43.49757,9.99878,60764,True,166.09476,3
20260503-202425,-OrjWkQgQfZqL8DLjfeg,2026-05-03 20:28:16+00:00,1777840096000,231,26.47158,43.51504,9.99872,61387,True,163.71042,3
20260503-202425,-OrjWnKzOW6EWK99wNh0,2026-05-03 20:28:28+00:00,1777840108000,243,26.47412,43.49939,9.99861,61118,True,163.31821,3
20260503-202425,-OrjWqGA9fy6kTW_GhjA,2026-05-03 20:28:40+00:00,1777840120000,255,26.47412,43.48219,9.99857,61387,True,162.02423,3
20260503-202425,-OrjWtCuJknlCBiGGEGO,2026-05-03 20:28:52+00:00,1777840132000,267,26.47665,43.49126,9.99858,61840,True,159.92178,3
20260503-202425,-OrjWw8jpL5ZE3zfl8GJ,2026-05-03 20:29:04+00:00,1777840144000,279,26.47412,43.48664,9.99866,62208,True,158.15518,3
20260503-202425,-OrjWz2jHULOyok22rO0,2026-05-03 20:29:16+00:00,1777840156000,291,26.47158,43.49623,9.99848,62162,True,157.55374,3
20260503-202425,-OrjX0zDGnSldCMCvLif,2026-05-03 20:29:28+00:00,1777840168000,303,26.47919,43.49408,9.99872,62533,True,156.60245,3
20260503-202425,-OrjX3wm4-eiYXnZnMJx,2026-05-03 20:29:40+00:00,1777840180000,315,26.46905,43.53214,9.99849,63337,True,154.49921,3
20260503-202425,-OrjX6qQMOcl17kr8Rw8,2026-05-03 20:29:52+00:00,1777840192000,327,26.47919,43.52024,9.99885,63051,True,154.11865,3
20260503-202425,-OrjX9m8GzlXvEdOWIn3,2026-05-03 20:30:04+00:00,1777840204000,339,26.47665,43.54019,9.99879,63004,True,153.07932,3
