session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
19700101-000111,-OrubLFHbL3TPq7QFjfx,2026-05-06 00:08:17+00:00,1778026097000,122,26.54258,46.5669,10.02888,63146,False,146.44003,0
19700101-000111,-OrubOAPHKIEEmbfG3KM,2026-05-06 00:08:29+00:00,1778026109000,134,26.56033,45.70431,10.0289,66559,False,147.20755,0
19700101-000111,-OrubR6TMlydzt5V5k_U,2026-05-06 00:08:41+00:00,1778026121000,146,26.46905,46.1023,10.02856,59554,False,157.43987,0
19700101-000111,-OrubXqUJ5Imim4zab8b,2026-05-06 00:08:53+00:00,1778026133000,158,26.58061,45.98409,10.02861,66348,False,163.80847,0
