session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260508-191645,1778267810,2026-05-08 19:16:50+00:00,1778267810000,3,25.69449,44.02515,10.08775,96375,True,100.43977,0
20260508-191645,1778267822,2026-05-08 19:17:02+00:00,1778267822000,15,26.33719,39.91572,10.08817,4685315,True,0.0,0
20260508-191645,1778267834,2026-05-08 19:17:14+00:00,1778267834000,27,26.02024,41.07392,10.08805,74096,True,0.0,0
20260508-191645,1778267845,2026-05-08 19:17:25+00:00,1778267845000,38,25.79712,43.30351,10.0877,63917,True,75.772,0
20260508-191645,1778267857,2026-05-08 19:17:37+00:00,1778267857000,50,25.84783,42.97789,10.08753,74096,True,102.17358,0
20260508-191645,1778267869,2026-05-08 19:17:49+00:00,1778267869000,62,25.84783,42.78848,10.08766,78104,True,103.31217,0
20260508-191645,1778267881,2026-05-08 19:18:01+00:00,1778267881000,74,25.82247,42.96745,10.08761,75160,True,104.98309,0
20260508-191645,1778267893,2026-05-08 19:18:13+00:00,1778267893000,86,25.83515,42.74343,10.08792,80817,True,105.71977,0
20260508-191645,1778267907,2026-05-08 19:18:27+00:00,1778267907000,99,25.89258,42.56393,10.08781,81685,True,107.13064,0
20260508-191645,1778267940,2026-05-08 19:19:00+00:00,1778267940000,133,25.78985,43.27993,10.08822,65930,True,115.96553,0
20260508-191645,1778267953,2026-05-08 19:19:13+00:00,1778267953000,146,25.73284,43.57811,10.08825,46164,True,129.88081,0
20260508-191645,1778267967,2026-05-08 19:19:27+00:00,1778267967000,160,25.72838,43.4563,10.08816,44639,True,145.5242,0
