session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260501-164852,-OrZRofEg7BBzpXMgGjR,2026-05-01 16:50:53+00:00,1777654253000,120,25.29764,42.44354,1004.53998,54836,True,,
20260501-164852,-OrZRr44kd3zyYbpY_fg,2026-05-01 16:51:03+00:00,1777654263000,130,25.28877,42.43666,1004.53998,54692,True,,
20260501-164852,-OrZRtWSQVsx353Nq2dJ,2026-05-01 16:51:13+00:00,1777654273000,140,25.28243,42.4242,1004.53998,54657,True,,
20260501-164852,-OrZRvxdDzKXcpHeKdMY,2026-05-01 16:51:23+00:00,1777654283000,150,25.27767,42.45303,1004.53998,54692,True,,
20260501-164852,-OrZRyO_vos2fXlQMLA7,2026-05-01 16:51:33+00:00,1777654293000,160,25.27355,42.48194,1004.53003,54657,True,,
20260501-164852,-OrZS-qAH7ae89cDnlur,2026-05-01 16:51:43+00:00,1777654303000,170,25.2707,42.49337,1004.53003,54657,True,,
20260501-164852,-OrZS2nSQTygFDjiOUV0,2026-05-01 16:51:53+00:00,1777654313000,180,25.26753,42.46951,1004.52002,54764,True,,
20260501-164852,-OrZS4if42o2mJcZmVse,2026-05-01 16:52:03+00:00,1777654323000,190,25.26531,42.48101,1004.51001,55016,True,,
20260501-164852,-OrZS7A3nrD9x1PlbU_P,2026-05-01 16:52:13+00:00,1777654333000,200,25.26373,42.55722,1004.51001,54907,True,,
20260501-164852,-OrZS9bQx3anY6oH8jFn,2026-05-01 16:52:23+00:00,1777654343000,210,25.26214,42.60995,1004.51001,55088,True,,
20260501-164852,-OrZSC2c2KPLUdKNHDmp,2026-05-01 16:52:33+00:00,1777654353000,220,25.26056,42.598,1004.5,54692,True,,
20260501-164852,-OrZSEUabdMS22EsXWJE,2026-05-01 16:52:43+00:00,1777654363000,230,25.25866,42.58015,1004.51001,54443,True,,
20260501-164852,-OrZSHA7yGRuiR5cyj0B,2026-05-01 16:52:54+00:00,1777654374000,240,25.25676,42.61522,1004.51001,54232,True,,
20260501-164852,-OrZSJTOAmcFwEriAqSI,2026-05-01 16:53:04+00:00,1777654384000,250,25.2539,42.73841,1004.5,54373,True,,
20260501-164852,-OrZSLu85lN4GNyJbiSO,2026-05-01 16:53:14+00:00,1777654394000,260,25.252,42.85591,1004.48999,54443,True,,
20260501-164852,-OrZSOLNUewhWgjTShLF,2026-05-01 16:53:24+00:00,1777654404000,270,25.25073,42.93822,1004.48999,54408,True,,
20260501-164852,-OrZSQmhpxEJUplDoSZ3,2026-05-01 16:53:34+00:00,1777654414000,280,25.24978,43.05598,1004.48999,54337,True,,
20260501-164852,-OrZSTZLSJ2wP4Se4mMC,2026-05-01 16:53:44+00:00,1777654424000,290,25.24915,43.12076,1004.48999,54585,True,,
20260501-164852,-OrZSVfR0w1FN5d4fEBa,2026-05-01 16:53:54+00:00,1777654434000,300,25.24978,43.12673,1004.47998,54621,True,,
20260501-164852,-OrZSY7UvcLYl7PCcwug,2026-05-01 16:54:04+00:00,1777654444000,310,25.24978,43.07366,1004.48999,54585,True,,
20260501-164852,-OrZS_Zcrb8sNDoNOp0Y,2026-05-01 16:54:14+00:00,1777654454000,320,25.24947,43.05594,1004.5,54728,True,,
20260501-164852,-OrZSc-Gb2p-pbzcPI3h,2026-05-01 16:54:24+00:00,1777654464000,330,25.24915,42.94983,1004.5,54692,True,,
20260501-164852,-OrZSeRgl9vXFIqMJMD6,2026-05-01 16:54:34+00:00,1777654474000,340,25.24883,42.87322,1004.5,55016,True,,
20260501-164852,-OrZSgt0ptNXZ82IRZyY,2026-05-01 16:54:44+00:00,1777654484000,350,25.24915,42.9027,1004.51001,54871,True,,
20260501-164852,-OrZSkWTw8CMNM_N3_3_,2026-05-01 16:54:54+00:00,1777654494000,360,25.24883,42.97925,1004.51001,54800,True,,
20260501-164852,-OrZSllZqq5Pc1loE_de,2026-05-01 16:55:04+00:00,1777654504000,370,25.24756,43.04393,1004.51001,54943,True,,
20260501-164852,-OrZSoCSh9xi-C4kzu1L,2026-05-01 16:55:14+00:00,1777654514000,380,25.24661,43.18536,1004.51001,55052,True,,
20260501-164852,-OrZSr6KgOgJ7c0GNb_l,2026-05-01 16:55:24+00:00,1777654524000,390,25.24661,43.26207,1004.51001,54871,True,,
20260501-164852,-OrZSt5SVwNG-CgjoXgY,2026-05-01 16:55:34+00:00,1777654534000,400,25.24534,43.23832,1004.5,54980,True,,
20260501-164852,-OrZSvWrPMdkjXH7BzN4,2026-05-01 16:55:44+00:00,1777654544000,410,25.24471,43.30907,1004.48999,54800,True,,
20260501-164852,-OrZSxyH5nPl7Xy4aetg,2026-05-01 16:55:54+00:00,1777654554000,420,25.24344,43.32664,1004.48999,55161,True,,
20260501-164852,-OrZT-QRuqxyr0KVKBbJ,2026-05-01 16:56:04+00:00,1777654564000,430,25.24281,43.33247,1004.47998,54871,True,,
20260501-164852,-OrZT2RP097XJerhaxAI,2026-05-01 16:56:14+00:00,1777654574000,440,25.24122,43.28506,1004.47998,54728,True,,
20260501-164852,-OrZT4Ix2XPL8VOw8T0f,2026-05-01 16:56:24+00:00,1777654584000,450,25.24059,43.19646,1004.46997,54943,True,,
20260501-164852,-OrZT6k7PHmlkWHchffn,2026-05-01 16:56:34+00:00,1777654594000,460,25.23932,43.16093,1004.47998,54728,True,,
20260501-164852,-OrZT9APsi7trqs4-VbK,2026-05-01 16:56:44+00:00,1777654604000,470,25.23806,43.19618,1004.48999,54871,True,,
20260501-164852,-OrZTBcKiR04HqKGG7Jt,2026-05-01 16:56:54+00:00,1777654614000,480,25.2371,43.26097,1004.48999,54800,True,,
20260501-164852,-OrZTEltfH94SSOGcrtw,2026-05-01 16:57:04+00:00,1777654624000,490,25.23837,43.29654,1004.48999,54907,True,,
20260501-164852,-OrZTKQ4uO0yvhjDggDJ,2026-05-01 16:57:14+00:00,1777654634000,501,25.23742,43.33185,1004.47998,54728,True,,
20260501-164852,-OrZTKYSI0TDuBcOPZnz,2026-05-01 16:57:30+00:00,1777654650000,517,25.2352,43.36113,1004.47998,51245,True,,
20260501-164852,-OrZTMzWUrlFYr_TzsfD,2026-05-01 16:57:40+00:00,1777654660000,527,25.23457,43.28429,1004.47998,52301,True,,
20260501-164852,-OrZTPQZZSbVTnOv_Owy,2026-05-01 16:57:50+00:00,1777654670000,537,25.23425,43.18394,1004.47998,53232,True,,
20260501-164852,-OrZTT90FpGpW-sB7FAQ,2026-05-01 16:58:00+00:00,1777654680000,547,25.23362,43.22517,1004.46997,53504,True,,
20260501-164852,-OrZTUJf6Lrd-946ZTeC,2026-05-01 16:58:10+00:00,1777654690000,557,25.2333,43.22514,1004.46997,53952,True,,
20260501-164852,-OrZTWlgs9TephI1Xjr3,2026-05-01 16:58:20+00:00,1777654700000,567,25.23267,43.18376,1004.46002,54267,True,,
20260501-164852,-OrZTZBD1k3aRZ8nWp3Y,2026-05-01 16:58:30+00:00,1777654710000,577,25.2333,43.06588,1004.46002,54479,True,,
20260501-164852,-OrZTadXTD8TOVUta-i7,2026-05-01 16:58:40+00:00,1777654720000,587,25.2333,43.0423,1004.46002,54692,True,,
20260501-164852,-OrZTd46GG3S3WpxojbW,2026-05-01 16:58:50+00:00,1777654730000,597,25.23267,43.12477,1004.46002,54373,True,,
20260501-164852,-OrZTfWr7h7a5scgjkH3,2026-05-01 16:59:00+00:00,1777654740000,607,25.23298,43.172,1004.45001,54657,True,,
