session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260506-031454,1778037298,2026-05-06 03:14:58+00:00,1778037298000,3,27.38081,43.93813,10.02659,74624,True,177.54951,0
20260506-031454,1778037310,2026-05-06 03:15:10+00:00,1778037310000,15,28.01831,39.7067,10.02732,2596899,True,0.0,0
20260506-031454,1778037322,2026-05-06 03:15:22+00:00,1778037322000,27,27.69882,41.13029,10.02679,47604,True,0.0,0
20260506-031454,1778037334,2026-05-06 03:15:34+00:00,1778037334000,39,27.5619,42.56836,10.02705,46730,True,181.4523,0
20260506-031454,1778037346,2026-05-06 03:15:46+00:00,1778037346000,51,27.534,42.7403,10.02709,47577,True,184.02664,0
20260506-031454,1778037358,2026-05-06 03:15:58+00:00,1778037358000,63,27.51118,42.77667,10.02694,48235,True,186.61322,0
20260506-031454,1778037370,2026-05-06 03:16:10+00:00,1778037370000,75,27.50357,42.78365,10.02706,48290,True,189.48051,0
20260506-031454,1778037382,2026-05-06 03:16:22+00:00,1778037382000,87,27.49597,42.81068,10.02689,48740,True,192.78685,0
20260506-031454,1778037394,2026-05-06 03:16:34+00:00,1778037394000,99,27.48836,42.79031,10.02698,49431,True,336.55634,2
20260506-031454,1778037406,2026-05-06 03:16:46+00:00,1778037406000,111,27.48582,42.81009,10.02708,49169,True,333.67822,2
20260506-031454,1778037418,2026-05-06 03:16:58+00:00,1778037418000,123,27.48075,42.8161,10.0271,48911,True,333.41824,2
20260506-031454,1778037430,2026-05-06 03:17:10+00:00,1778037430000,135,27.48075,42.82418,10.02721,49665,True,329.24316,2
20260506-031454,1778037442,2026-05-06 03:17:22+00:00,1778037442000,147,27.46554,42.86068,10.02707,51089,True,319.0759,2
20260506-031454,1778037454,2026-05-06 03:17:34+00:00,1778037454000,159,27.45793,42.87899,10.02712,52301,True,307.88516,2
20260506-031454,1778037466,2026-05-06 03:17:46+00:00,1778037466000,171,27.4554,42.83204,10.02717,52963,True,300.20795,2
20260506-031454,1778037478,2026-05-06 03:17:58+00:00,1778037478000,183,27.44779,42.86431,10.02717,53402,True,294.82202,2
20260506-031454,1778037491,2026-05-06 03:18:11+00:00,1778037491000,195,27.34636,43.54618,10.02707,45463,True,311.19205,2
20260506-031454,1778037503,2026-05-06 03:18:23+00:00,1778037503000,207,27.41736,42.96893,10.02739,50565,True,316.57745,2
20260506-031454,1778037515,2026-05-06 03:18:35+00:00,1778037515000,219,27.42243,42.88298,10.02722,52863,True,300.01877,2
20260506-031454,1778037527,2026-05-06 03:18:47+00:00,1778037527000,231,27.4199,42.8861,10.02727,53573,True,289.92465,2
20260506-031454,1778037539,2026-05-06 03:18:59+00:00,1778037539000,243,27.41483,42.91083,10.02722,54057,True,282.9913,2
20260506-031454,1778037551,2026-05-06 03:19:11+00:00,1778037551000,255,27.4199,42.89224,10.02725,54232,True,279.08868,2
20260506-031454,1778037563,2026-05-06 03:19:23+00:00,1778037563000,267,27.41229,42.90091,10.0272,55088,True,274.36856,2
20260506-031454,1778037575,2026-05-06 03:19:35+00:00,1778037575000,279,27.40976,42.88089,10.02726,53848,True,274.32532,2
20260506-031454,1778037587,2026-05-06 03:19:47+00:00,1778037587000,291,27.40722,42.8981,10.02729,53266,True,279.05072,2
20260506-031454,1778037599,2026-05-06 03:19:59+00:00,1778037599000,303,27.40468,42.90526,10.02739,53952,True,276.64917,2
20260506-031454,1778037611,2026-05-06 03:20:11+00:00,1778037611000,315,27.39961,42.89872,10.02726,54657,True,270.91074,2
20260506-031454,1778037623,2026-05-06 03:20:23+00:00,1778037623000,327,27.39454,42.8968,10.02707,55197,True,265.41214,2
20260506-031454,1778037635,2026-05-06 03:20:35+00:00,1778037635000,339,27.38947,42.88977,10.0272,56273,True,259.09271,2
20260506-031454,1778037647,2026-05-06 03:20:47+00:00,1778037647000,351,27.39708,42.88358,10.02731,56768,True,254.17203,2
20260506-031454,1778037659,2026-05-06 03:20:59+00:00,1778037659000,363,27.39454,42.92799,10.02728,56615,True,251.7502,2
20260506-031454,1778037670,2026-05-06 03:21:10+00:00,1778037670000,374,27.30073,43.51265,10.02697,49695,True,264.76312,2
20260506-031454,1778037682,2026-05-06 03:21:22+00:00,1778037682000,386,27.37426,43.0532,10.02729,54302,True,267.905,2
20260506-031454,1778037694,2026-05-06 03:21:34+00:00,1778037694000,398,27.37679,42.9875,10.02709,55972,True,257.12549,2
20260506-031454,1778037706,2026-05-06 03:21:46+00:00,1778037706000,410,27.3844,42.97414,10.0273,56235,True,251.36053,2
20260506-031454,1778037718,2026-05-06 03:21:58+00:00,1778037718000,422,27.3844,42.97594,10.02721,56961,True,245.35181,2
20260506-031454,1778037730,2026-05-06 03:22:10+00:00,1778037730000,434,27.37933,42.94925,10.02713,57470,True,241.40138,2
20260506-031454,1778037742,2026-05-06 03:22:22+00:00,1778037742000,446,27.37679,42.97939,10.02728,58027,True,237.18214,2
20260506-031454,1778037754,2026-05-06 03:22:34+00:00,1778037754000,458,27.37933,42.97493,10.02711,58027,True,234.90419,2
20260506-031454,1778037766,2026-05-06 03:22:46+00:00,1778037766000,470,27.37172,42.999,10.0272,58760,True,231.49983,2
20260506-031454,1778037778,2026-05-06 03:22:58+00:00,1778037778000,482,27.37426,42.99341,10.02729,58801,True,228.39427,2
20260506-031454,1778037790,2026-05-06 03:23:10+00:00,1778037790000,494,27.37679,43.0014,10.02735,59175,True,225.63765,2
20260506-031454,1778037802,2026-05-06 03:23:22+00:00,1778037802000,506,27.37426,43.02151,10.0274,59092,True,223.92896,2
20260506-031454,1778037814,2026-05-06 03:23:34+00:00,1778037814000,518,27.36919,43.02017,10.02735,59301,True,222.07722,2
20260506-031454,1778037826,2026-05-06 03:23:46+00:00,1778037826000,530,27.37172,43.00951,10.02743,59681,True,219.42197,2
20260506-031454,1778037838,2026-05-06 03:23:58+00:00,1778037838000,542,27.36411,43.00686,10.02727,60066,True,216.92258,2
20260506-031454,1778037850,2026-05-06 03:24:10+00:00,1778037850000,554,27.36158,43.0528,10.02744,60153,True,215.34799,2
20260506-031454,1778037899,2026-05-06 03:24:59+00:00,1778037899000,604,27.42647,42.89531,10.02731,60720,True,214.0173,2
20260506-031454,1778037911,2026-05-06 03:25:11+00:00,1778037911000,616,27.28044,43.58968,10.02737,43800,True,308.66824,2
20260506-031454,1778037923,2026-05-06 03:25:23+00:00,1778037923000,628,27.30073,43.33515,10.02733,51371,True,279.9032,2
20260506-031454,1778037935,2026-05-06 03:25:35+00:00,1778037935000,640,27.31594,43.23607,10.02724,54621,True,252.64795,2
20260506-031454,1778037947,2026-05-06 03:25:47+00:00,1778037947000,652,27.31848,43.23386,10.0274,56884,True,235.00244,2
20260506-031454,1778037958,2026-05-06 03:25:58+00:00,1778037958000,662,27.23987,43.74446,10.02721,52204,True,238.5576,2
20260506-031454,1778037970,2026-05-06 03:26:10+00:00,1778037970000,674,27.31594,43.29442,10.02736,56386,True,234.59979,2
20260506-031454,1778037982,2026-05-06 03:26:22+00:00,1778037982000,686,27.31848,43.2435,10.02744,58229,True,223.17741,2
20260506-031454,1778037994,2026-05-06 03:26:34+00:00,1778037994000,698,27.31848,43.24619,10.02738,59385,True,214.84172,2
20260506-031454,1778038005,2026-05-06 03:26:45+00:00,1778038005000,710,27.38221,43.08001,10.02751,59639,True,213.21643,2
20260506-031454,1778038018,2026-05-06 03:26:58+00:00,1778038018000,723,27.27185,43.87413,10.02722,50171,True,228.17474,2
20260506-031454,1778038030,2026-05-06 03:27:10+00:00,1778038030000,735,27.28298,43.48719,10.02732,51529,True,258.22162,2
20260506-031454,1778038042,2026-05-06 03:27:22+00:00,1778038042000,747,27.30833,43.30284,10.02757,56424,True,236.87431,2
20260506-031454,1778038054,2026-05-06 03:27:34+00:00,1778038054000,759,27.31087,43.28368,10.02756,58310,True,220.66707,2
20260506-031454,1778038066,2026-05-06 03:27:46+00:00,1778038066000,771,27.31594,43.28399,10.02753,59469,True,210.73972,2
20260506-031454,1778038078,2026-05-06 03:27:58+00:00,1778038078000,783,27.31594,43.2877,10.02762,60196,True,204.97223,2
20260506-031454,1778038090,2026-05-06 03:28:10+00:00,1778038090000,795,27.31848,43.3096,10.0277,61163,True,200.0,2
20260506-031454,1778038103,2026-05-06 03:28:23+00:00,1778038103000,807,27.28298,43.55986,10.02734,57787,True,208.14906,2
20260506-031454,1778038115,2026-05-06 03:28:35+00:00,1778038115000,819,27.31087,43.34527,10.02751,60326,True,203.93033,2
20260506-031454,1778038127,2026-05-06 03:28:47+00:00,1778038127000,831,27.31594,43.31137,10.02778,61208,True,198.08907,2
20260506-031454,1778038139,2026-05-06 03:28:59+00:00,1778038139000,843,27.31848,43.3161,10.02761,61795,True,194.42815,2
20260506-031454,1778038151,2026-05-06 03:29:11+00:00,1778038151000,855,27.31594,43.31164,10.02755,62580,True,191.48386,2
20260506-031454,1778038163,2026-05-06 03:29:23+00:00,1778038163000,867,27.32101,43.31838,10.02758,62767,True,189.49074,2
20260506-031454,1778038176,2026-05-06 03:29:36+00:00,1778038176000,880,27.3683,43.18896,10.02757,62580,True,189.47484,2
20260506-031454,1778038188,2026-05-06 03:29:48+00:00,1778038188000,892,27.28805,43.51299,10.02758,57039,True,216.90254,2
20260506-031454,1778038200,2026-05-06 03:30:00+00:00,1778038200000,904,27.30073,43.3427,10.02754,60196,True,204.69092,2
20260506-031454,1778038212,2026-05-06 03:30:12+00:00,1778038212000,916,27.3058,43.30633,10.02757,61886,True,195.02861,2
20260506-031454,1778038222,2026-05-06 03:30:22+00:00,1778038222000,927,27.22719,43.83868,10.0275,55563,True,202.10435,2
20260506-031454,1778038234,2026-05-06 03:30:34+00:00,1778038234000,939,27.29058,43.39424,10.02753,60196,True,201.89508,2
20260506-031454,1778038246,2026-05-06 03:30:46+00:00,1778038246000,951,27.31087,43.28864,10.02788,61932,True,193.5864,2
20260506-031454,1778038258,2026-05-06 03:30:58+00:00,1778038258000,963,27.3058,43.30922,10.02767,62956,True,187.94012,2
20260506-031454,1778038270,2026-05-06 03:31:10+00:00,1778038270000,975,27.3134,43.30081,10.02776,63337,True,184.62984,2
20260506-031454,1778038282,2026-05-06 03:31:22+00:00,1778038282000,987,27.31087,43.29698,10.02781,64260,True,181.98776,2
20260506-031454,1778038294,2026-05-06 03:31:34+00:00,1778038294000,999,27.32101,43.26314,10.02797,64409,True,180.0383,3
20260506-031454,1778038306,2026-05-06 03:31:46+00:00,1778038306000,1011,27.30833,43.30341,10.02773,64508,True,179.26111,3
20260506-031454,1778038319,2026-05-06 03:31:59+00:00,1778038319000,1023,27.3134,43.30399,10.02802,64409,True,178.59639,3
20260506-031454,1778038331,2026-05-06 03:32:11+00:00,1778038331000,1035,27.31848,43.3025,10.02786,65009,True,177.10699,3
20260506-031454,1778038343,2026-05-06 03:32:23+00:00,1778038343000,1047,27.31594,43.32524,10.02801,64958,True,176.73944,3
20260506-031454,1778038355,2026-05-06 03:32:35+00:00,1778038355000,1059,27.31848,43.32632,10.02807,65313,True,175.42511,3
20260506-031454,1778038367,2026-05-06 03:32:47+00:00,1778038367000,1071,27.31594,43.34037,10.02803,65313,True,175.05533,3
20260506-031454,1778038379,2026-05-06 03:32:59+00:00,1778038379000,1083,27.3134,43.31577,10.02806,65671,True,173.90402,3
20260506-031454,1778038391,2026-05-06 03:33:11+00:00,1778038391000,1095,27.3134,43.31893,10.02801,65826,True,173.51862,3
20260506-031454,1778038403,2026-05-06 03:33:23+00:00,1778038403000,1107,27.31594,43.31376,10.02796,65775,True,172.74417,3
20260506-031454,1778038419,2026-05-06 03:33:39+00:00,1778038419000,1123,27.37033,43.20483,10.02809,66190,True,172.20959,3
20260506-031454,1778038431,2026-05-06 03:33:51+00:00,1778038431000,1135,27.27537,43.57971,10.02798,58229,True,206.74788,2
20260506-031454,1778038443,2026-05-06 03:34:03+00:00,1778038443000,1147,27.29058,43.41642,10.02796,62440,True,194.41745,2
20260506-031454,1778038455,2026-05-06 03:34:15+00:00,1778038455000,1159,27.29058,43.38288,10.02782,64064,True,183.61214,2
20260506-031454,1778038467,2026-05-06 03:34:27+00:00,1778038467000,1171,27.30073,43.36094,10.02806,64807,True,178.3327,2
20260506-031454,1778038480,2026-05-06 03:34:40+00:00,1778038480000,1184,27.35308,43.21058,10.02822,64958,True,177.45998,2
20260506-031454,1778038492,2026-05-06 03:34:52+00:00,1778038492000,1196,27.28298,43.52298,10.02831,59469,True,201.6011,2
20260506-031454,1778038504,2026-05-06 03:35:04+00:00,1778038504000,1208,27.28298,43.36576,10.02799,63146,True,189.93799,2
20260506-031454,1778038516,2026-05-06 03:35:16+00:00,1778038516000,1220,27.26269,43.59487,10.02821,60239,True,193.51605,2
20260506-031454,1778038527,2026-05-06 03:35:27+00:00,1778038527000,1232,27.20437,43.95683,10.02816,55897,True,200.0,2
20260506-031454,1778038539,2026-05-06 03:35:39+00:00,1778038539000,1244,27.2779,43.44344,10.02832,61795,True,195.42203,2
20260506-031454,1778038551,2026-05-06 03:35:51+00:00,1778038551000,1256,27.28298,43.38628,10.02806,63966,True,183.69153,2
20260506-031454,1778038563,2026-05-06 03:36:03+00:00,1778038563000,1268,27.29058,43.37885,10.02806,65313,True,176.23329,2
20260506-031454,1778038575,2026-05-06 03:36:15+00:00,1778038575000,1280,27.28805,43.36937,10.02822,65517,True,173.10559,2
20260506-031454,1778038587,2026-05-06 03:36:27+00:00,1778038587000,1292,27.29312,43.36144,10.02821,66295,True,170.00081,2
20260506-031454,1778038600,2026-05-06 03:36:40+00:00,1778038600000,1304,27.26522,43.63014,10.02827,62486,True,179.20235,3
20260506-031454,1778038612,2026-05-06 03:36:52+00:00,1778038612000,1316,27.28551,43.42355,10.02826,65160,True,176.65883,3
20260506-031454,1778038624,2026-05-06 03:37:04+00:00,1778038624000,1328,27.29312,43.38047,10.02819,66034,True,171.67731,3
20260506-031454,1778038636,2026-05-06 03:37:16+00:00,1778038636000,1340,27.29819,43.37653,10.02852,67038,True,167.81271,3
20260506-031454,1778038648,2026-05-06 03:37:28+00:00,1778038648000,1352,27.29312,43.38511,10.02837,67146,True,166.11887,3
20260506-031454,1778038660,2026-05-06 03:37:40+00:00,1778038660000,1364,27.30326,43.35889,10.02849,67362,True,164.17581,3
20260506-031454,1778038672,2026-05-06 03:37:52+00:00,1778038672000,1376,27.3058,43.34937,10.02855,67579,True,163.57776,3
20260506-031454,1778038684,2026-05-06 03:38:04+00:00,1778038684000,1388,27.30073,43.38805,10.02854,67798,True,162.98169,3
20260506-031454,1778038696,2026-05-06 03:38:16+00:00,1778038696000,1400,27.30326,43.37183,10.02839,68129,True,161.75641,3
20260506-031454,1778038708,2026-05-06 03:38:28+00:00,1778038708000,1412,27.29058,43.39765,10.02838,68351,True,161.17856,3
20260506-031454,1778038720,2026-05-06 03:38:40+00:00,1778038720000,1424,27.30326,43.36952,10.02847,68240,True,160.64655,3
20260506-031454,1778038732,2026-05-06 03:38:52+00:00,1778038732000,1436,27.3058,43.3679,10.02862,68688,True,159.46173,3
