session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260507-044851,1778129338,2026-05-07 04:48:58+00:00,1778129338000,3,26.69097,44.00916,10.08598,94709,True,69.64268,0
20260507-044851,1778129350,2026-05-07 04:49:10+00:00,1778129350000,15,27.33369,39.72246,10.08649,4507990,True,0.0,0
20260507-044851,1778129362,2026-05-07 04:49:22+00:00,1778129362000,27,27.02181,41.03042,10.08621,78544,True,0.0,0
20260507-044851,1778129374,2026-05-07 04:49:34+00:00,1778129374000,39,26.88996,42.44236,10.08611,82246,True,70.17686,0
20260507-044851,1778129386,2026-05-07 04:49:46+00:00,1778129386000,51,26.86967,42.57404,10.08611,85347,True,71.265,0
20260507-044851,1778129398,2026-05-07 04:49:58+00:00,1778129398000,63,26.86714,42.60356,10.08611,87670,True,72.16777,0
20260507-044851,1778129410,2026-05-07 04:50:10+00:00,1778129410000,75,26.86206,42.59138,10.08617,89929,True,73.01328,0
20260507-044851,1778129445,2026-05-07 04:50:45+00:00,1778129445000,109,26.80706,43.22122,10.08605,71686,True,78.97596,0
