session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260507-054822,1778132908,2026-05-07 05:48:28+00:00,1778132908000,3,26.71886,43.94365,10.0851,84401,True,69.64268,0
20260507-054822,1778132920,2026-05-07 05:48:40+00:00,1778132920000,15,27.3489,39.71843,10.08546,3944076,True,0.0,0
20260507-054822,1778132932,2026-05-07 05:48:52+00:00,1778132932000,27,27.0497,41.04808,10.08541,70718,True,0.0,0
20260507-054822,1778132944,2026-05-07 05:49:04+00:00,1778132944000,39,26.91278,42.50383,10.08525,72998,True,70.55925,0
20260507-054822,1778132956,2026-05-07 05:49:16+00:00,1778132956000,51,26.9001,42.63548,10.08546,76255,True,71.9445,0
20260507-054822,1778132968,2026-05-07 05:49:28+00:00,1778132968000,63,26.88742,42.67891,10.08521,78397,True,73.23782,0
20260507-054822,1778132980,2026-05-07 05:49:40+00:00,1778132980000,75,26.88742,42.67372,10.08545,80352,True,74.57639,0
20260507-054822,1778132993,2026-05-07 05:49:53+00:00,1778132993000,87,26.88235,42.681,10.08541,81446,True,76.01942,0
20260507-054822,1778133005,2026-05-07 05:50:05+00:00,1778133005000,99,26.86206,42.89859,10.08543,76047,True,78.94614,0
20260507-054822,1778133018,2026-05-07 05:50:18+00:00,1778133018000,112,26.92457,42.68339,10.08541,78250,True,81.57858,0
20260507-054822,1778133031,2026-05-07 05:50:31+00:00,1778133031000,125,26.82403,43.14463,10.08543,66985,True,89.6313,0
20260507-054822,1778133043,2026-05-07 05:50:43+00:00,1778133043000,137,26.85446,42.79729,10.08545,77526,True,90.24382,0
20260507-054822,1778133055,2026-05-07 05:50:55+00:00,1778133055000,149,26.85953,42.75879,10.08534,81131,True,90.38264,0
20260507-054822,1778133067,2026-05-07 05:51:07+00:00,1778133067000,161,26.86714,42.71571,10.08539,83062,True,91.37398,0
20260507-054822,1778133079,2026-05-07 05:51:19+00:00,1778133079000,173,26.86206,42.72218,10.08527,85174,True,92.73167,0
20260507-054822,1778133091,2026-05-07 05:51:31+00:00,1778133091000,185,26.86967,42.69421,10.08532,85872,True,94.84685,0
