session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm
20260501-215415,-Or_Xh1PuXoZ23kQ-x6N,2026-05-01 21:56:12+00:00,1777672572000,120,23.85809,36.03331,1009.35999,18845
20260501-215415,-Or_XjTn8t6-57UR55Dy,2026-05-01 21:56:22+00:00,1777672582000,130,23.84287,35.99242,1009.38,19121
20260501-215415,-Or_XluZjDol6qI46ak_,2026-05-01 21:56:32+00:00,1777672592000,140,23.8302,35.97992,1009.39001,19297
20260501-215415,-Or_XoMAyt9YzdkbZqa6,2026-05-01 21:56:42+00:00,1777672602000,150,23.81942,35.99012,1009.39001,19604
20260501-215415,-Or_XqnLo-A5pe1VAhSD,2026-05-01 21:56:52+00:00,1777672612000,160,23.8096,36.02294,1009.39001,19659
20260501-215415,-Or_XtEJZHGvzdi6g4u3,2026-05-01 21:57:02+00:00,1777672622000,170,23.80009,36.03327,1009.38,19733
20260501-215415,-Or_XvjqT9ZEqv7BKmHf,2026-05-01 21:57:12+00:00,1777672632000,180,23.79375,36.08333,1009.37,19733
20260501-215415,-Or_Xy6tdXyfSjWKFzKB,2026-05-01 21:57:22+00:00,1777672642000,190,23.78709,36.17844,1009.34998,19715
20260501-215415,-Or_Y-Z6scf2EKnGtppc,2026-05-01 21:57:32+00:00,1777672652000,200,23.78361,36.17247,1009.34003,19659
20260501-215415,-Or_Y2-J-yVTdqVE40tH,2026-05-01 21:57:42+00:00,1777672662000,210,23.77917,36.1157,1009.32001,19715
20260501-215415,-Or_Y4S-bRr6dUnsgExd,2026-05-01 21:57:52+00:00,1777672672000,220,23.776,36.09285,1009.31,19902
20260501-215415,-Or_Y6snfHnZ7ul6uY_T,2026-05-01 21:58:02+00:00,1777672682000,230,23.77505,36.12655,1009.28998,19864
20260501-215415,-Or_Y9K9xTiB0QKq89c4,2026-05-01 21:58:12+00:00,1777672692000,240,23.77441,36.11523,1009.28003,19771
20260501-215415,-Or_YBlIpQtw0jg1aP4c,2026-05-01 21:58:22+00:00,1777672702000,250,23.7722,36.10938,1009.27002,19771
20260501-215415,-Or_YECldUwJ-bRwN7cP,2026-05-01 21:58:32+00:00,1777672712000,260,23.76903,36.1147,1009.26001,19808
20260501-215415,-Or_YGe8Bi7I9CIT5qkD,2026-05-01 21:58:42+00:00,1777672722000,270,23.76712,36.13704,1009.25,20093
20260501-215415,-Or_YJ5_XwSmul_C65NK,2026-05-01 21:58:52+00:00,1777672732000,280,23.76142,36.17592,1009.23999,20466
20260501-215415,-Or_YLXbUPYhlAF5PJ3d,2026-05-01 21:59:02+00:00,1777672742000,290,23.75476,36.16963,1009.21997,20854
20260501-215415,-Or_YNz2lBSVnO_q1xst,2026-05-01 21:59:12+00:00,1777672752000,300,23.74938,36.21419,1009.19,21042
20260501-215415,-Or_YQQHapbOF4BEYGQ_,2026-05-01 21:59:22+00:00,1777672762000,310,23.74399,36.24184,1009.19,21213
20260501-215415,-Or_YSrThdalluBN2oxS,2026-05-01 21:59:32+00:00,1777672772000,320,23.7386,36.26386,1009.16998,21256
20260501-215415,-Or_YVILcZz29zrkDQK9,2026-05-01 21:59:42+00:00,1777672782000,330,23.73353,36.23518,1009.15997,21496
20260501-215415,-Or_YXjqa_BgLPhvWkFD,2026-05-01 21:59:52+00:00,1777672792000,340,23.72941,36.26297,1009.15002,21496
20260501-215415,-Or_Y_Apc9Mh-FcdLaMP,2026-05-01 22:00:02+00:00,1777672802000,350,23.72783,36.25153,1009.15002,21674
20260501-215415,-Or_YbcOpqTtIrtrVYvd,2026-05-01 22:00:12+00:00,1777672812000,360,23.72878,36.27982,1009.15997,21343
20260501-215415,-Or_Ye7VJTwscgHyt45h,2026-05-01 22:00:22+00:00,1777672822000,370,23.72814,36.23465,1009.15002,21021
20260501-215415,-Or_YgWMj4yMA3R8YXG3,2026-05-01 22:00:32+00:00,1777672832000,380,23.72656,36.28524,1009.14001,21000
20260501-215415,-Or_YiwkRAdZ_Elo2bbF,2026-05-01 22:00:42+00:00,1777672842000,390,23.72434,36.31886,1009.15002,21213
20260501-215415,-Or_YlO7q8eXSwFx0qbK,2026-05-01 22:00:52+00:00,1777672852000,400,23.72307,36.30745,1009.14001,21518
20260501-215415,-Or_Ynpj3F4OsUajvZDI,2026-05-01 22:01:02+00:00,1777672862000,410,23.72244,36.30175,1009.14001,21696
20260501-215415,-Or_YqGWAZ8CCYQeGcbe,2026-05-01 22:01:12+00:00,1777672872000,420,23.72117,36.30162,1009.15002,21832
20260501-215415,-Or_Ysi17gSFFQLSY9SP,2026-05-01 22:01:22+00:00,1777672882000,430,23.71927,36.3522,1009.14001,21832
20260501-215415,-Or_YvAc3_pbJlxmITog,2026-05-01 22:01:32+00:00,1777672892000,440,23.71768,36.29,1009.14001,21947
20260501-215415,-Or_YxaLuTy6neRP69Bi,2026-05-01 22:01:42+00:00,1777672902000,450,23.71546,36.31234,1009.13,22016
20260501-215415,-Or_Z-21wMYG2bbbR_fE,2026-05-01 22:01:52+00:00,1777672912000,460,23.71229,36.31767,1009.13,22179
20260501-215415,-Or_Z1UGB73P-EZjIZpS,2026-05-01 22:02:02+00:00,1777672922000,470,23.70913,36.33427,1009.12,22321
20260501-215415,-Or_Z3vW6nFcrbPKHBmd,2026-05-01 22:02:12+00:00,1777672932000,480,23.70627,36.3622,1009.12,22369
20260501-215415,-Or_Z6MCSlOX2qFudzpr,2026-05-01 22:02:22+00:00,1777672942000,490,23.70247,36.35619,1009.12,22465
20260501-215415,-Or_Z8nvt_l3CbmChJD3,2026-05-01 22:02:32+00:00,1777672952000,500,23.69867,36.40094,1009.12,22659
20260501-215415,-Or_ZBFDjEkPYviBMMpw,2026-05-01 22:02:42+00:00,1777672962000,510,23.69391,36.40047,1009.12,22513
20260501-215415,-Or_ZDfx-E8WLqmOeGCZ,2026-05-01 22:02:52+00:00,1777672972000,520,23.69138,36.41715,1009.10999,22708
20260501-215415,-Or_ZG7hNpw1OgzzqF4y,2026-05-01 22:03:02+00:00,1777672982000,530,23.68947,36.43954,1009.10999,22857
20260501-215415,-Or_ZIZokuddVYkfaOR0,2026-05-01 22:03:12+00:00,1777672992000,540,23.68599,36.45048,1009.09998,22957
20260501-215415,-Or_ZL-yPLjrgC6z7v4O,2026-05-01 22:03:22+00:00,1777673002000,550,23.68282,36.46146,1009.09003,22733
20260501-215415,-Or_ZNVs0Z0LW2idpfFz,2026-05-01 22:03:32+00:00,1777673012000,560,23.68123,36.53471,1009.14001,22782
20260501-215415,-Or_ZPtVmlhWZ9T1wnbs,2026-05-01 22:03:42+00:00,1777673022000,570,23.6806,36.67023,1009.17999,22250
20260501-215415,-Or_ZSKsHBG8WJusc3Bn,2026-05-01 22:03:52+00:00,1777673032000,580,23.67965,36.63058,1009.19,22369
20260501-215415,-Or_ZUm2Hb53a3PxqVY8,2026-05-01 22:04:02+00:00,1777673042000,590,23.68187,36.5743,1009.20001,22635
20260501-215415,-Or_ZXDPNaN_tlfUzaMt,2026-05-01 22:04:12+00:00,1777673052000,600,23.68472,36.59153,1009.20001,22537
20260501-215415,-Or_ZZeAuQv2vFBP2ENm,2026-05-01 22:04:22+00:00,1777673062000,610,23.69074,36.55259,1009.19,22635
20260501-215415,-Or_ZdfjvwzpA5SXJ56A,2026-05-01 22:04:32+00:00,1777673072000,620,23.69581,36.52485,1009.19,22561
20260501-215415,-Or_ZoIYl3pU5H102wlB,2026-05-01 22:05:02+00:00,1777673102000,649,23.70596,36.66145,1009.16998,18159
20260501-215415,-Or_ZoPUHelpEym_QN-y,2026-05-01 22:05:27+00:00,1777673127000,674,23.7031,36.77425,1009.15002,15995
20260501-215415,-Or_ZqrKHx6kJp4Z3YzC,2026-05-01 22:05:37+00:00,1777673137000,684,23.70215,36.61021,1009.15997,18545
20260501-215415,-Or_ZtIHsKPRovFkHKzF,2026-05-01 22:05:47+00:00,1777673147000,694,23.70183,36.53674,1009.14001,20426
20260501-215415,-Or_ZvjumCcg8E3bIRRJ,2026-05-01 22:05:57+00:00,1777673157000,704,23.70564,36.49194,1009.15002,21719
20260501-215415,-Or_ZyAqdLUtNkQEWEtg,2026-05-01 22:06:07+00:00,1777673167000,714,23.70944,36.46409,1009.15002,22369
20260501-215415,-Or__-c2riUh_4RDwrlG,2026-05-01 22:06:17+00:00,1777673177000,724,23.71641,36.47606,1009.15002,22635
20260501-215415,-Or__24lVgopRLUWHQ3p,2026-05-01 22:06:27+00:00,1777673187000,734,23.72497,36.45997,1009.14001,22782
20260501-215415,-Or__5QKA3spKHHeSGsH,2026-05-01 22:06:37+00:00,1777673197000,744,23.73258,36.43815,1009.14001,22807
20260501-215415,-Or__6xa_6KDAAZ4dZYT,2026-05-01 22:06:47+00:00,1777673207000,754,23.73575,36.39896,1009.13,22907
20260501-215415,-Or__9OHYVvk_NvoASkV,2026-05-01 22:06:57+00:00,1777673217000,764,23.74177,36.3939,1009.13,23135
20260501-215415,-Or__BpKcs2MKlUDuGiw,2026-05-01 22:07:07+00:00,1777673227000,774,23.74526,36.39425,1009.14001,23289
20260501-215415,-Or__EGUmtgaq6sK_MzQ,2026-05-01 22:07:17+00:00,1777673237000,784,23.74969,36.39469,1009.14001,23289
20260501-215415,-Or__GiEHa9N8Hf00H2a,2026-05-01 22:07:27+00:00,1777673247000,794,23.75381,36.41202,1009.14001,23446
20260501-215415,-Or__J9OhId6JTb99B_n,2026-05-01 22:07:37+00:00,1777673257000,804,23.75825,36.38989,1009.13,23631
20260501-215415,-Or__LaVvaUY-zfJsBe-,2026-05-01 22:07:47+00:00,1777673267000,814,23.76396,36.3566,1009.13,23843
20260501-215415,-Or__O1XU4WyDdSja0fE,2026-05-01 22:07:57+00:00,1777673277000,824,23.76808,36.36828,1009.13,23816
20260501-215415,-Or__QUDvrHlCLupAdIy,2026-05-01 22:08:07+00:00,1777673287000,834,23.77124,36.36296,1009.13,23884
20260501-215415,-Or__Sv6Pu2zdQvJfEhj,2026-05-01 22:08:17+00:00,1777673297000,844,23.77378,36.335,1009.14001,23870
20260501-215415,-Or__VNwrZIC-ssqg9Aw,2026-05-01 22:08:27+00:00,1777673307000,854,23.77315,36.34058,1009.14001,24048
20260501-215415,-Or__XnlVfN6VV5jozkf,2026-05-01 22:08:37+00:00,1777673317000,864,23.77315,36.38571,1009.15002,24090
20260501-215415,-Or___bCrJrMw4IeYluf,2026-05-01 22:08:47+00:00,1777673327000,874,23.77283,36.40826,1009.14001,24117
20260501-215415,-Or__bhsO0ptmhnAhHO8,2026-05-01 22:08:57+00:00,1777673337000,884,23.77346,36.39139,1009.15002,24173
20260501-215415,-Or__e9Xlw8wKaSJyXhp,2026-05-01 22:09:07+00:00,1777673347000,894,23.776,36.38035,1009.15002,24229
20260501-215415,-Or__gZdt6PnyfAOwL8l,2026-05-01 22:09:17+00:00,1777673357000,904,23.77695,36.38609,1009.15002,24117
20260501-215415,-Or__j02V73Bh-rZRw5-,2026-05-01 22:09:27+00:00,1777673367000,914,23.7779,36.3749,1009.15002,24229
20260501-215415,-Or__lSXBvZDYIHXamyi,2026-05-01 22:09:37+00:00,1777673377000,924,23.77853,36.40881,1009.14001,24469
