session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,heater_stable,iaq,iaq_accuracy
20260503-023651,-Orfh1hRiO8rA02wQsO8,2026-05-03 02:39:06+00:00,1777775946000,131,25.71344,43.02989,10.00582,51880,False,117.55399,0
20260503-023651,-Orfh5OBheFEMuSouJpx,2026-05-03 02:39:18+00:00,1777775958000,143,25.72358,42.95219,10.00598,53779,False,123.21571,0
20260503-023651,-Orfh8E2gsWaogZFX2Xu,2026-05-03 02:39:29+00:00,1777775969000,155,25.63991,43.47592,10.00606,45413,False,143.41685,0
20260503-023651,-Orfh9pdSLHTQqXsz6Yt,2026-05-03 02:39:39+00:00,1777775979000,165,25.73728,43.15081,10.00584,48430,False,159.93588,0
20260503-023651,-OrfhL94lF58H-Td1Acw,2026-05-03 02:39:51+00:00,1777775991000,177,25.69823,43.15824,10.00619,49754,False,190.66718,0
