session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm,gas_baseline,gas_norm,humidity_delta_5m,temp_delta_5m,gas_delta_5m,humidity_max_10m,gas_min_10m,hour_sin,hour_cos,shower_label,iaq_label,split
19200530-065424,-OrRO_IV-yVrilzIR0J_,2026-04-30 03:19:47+00:00,1777519187000,427,25.97052,38.52174,1009.17999,42598,42598.0,0.0,0.16168000000000404,0.11948999999999899,,,,0.7632324697825288,0.646123979642964,0,Good,test
19200530-065424,-OrROblZULJQTow2mu7f,2026-04-30 03:19:57+00:00,1777519197000,437,25.97876,38.09841,1009.17999,42903,42903.0,0.0,-0.13521000000000072,0.13122000000000256,,,,0.7632324697825288,0.646123979642964,0,Good,test
19200530-065424,-OrROeAslpTf9pzgL9LE,2026-04-30 03:20:07+00:00,1777519207000,447,25.98922,38.78798,1009.17999,42127,42903.0,-0.018087313241498263,0.0439399999999992,0.14388999999999896,,,,0.766044443118978,0.6427876096865394,0,Good,test
19200530-065424,-OrROgbu18P9A01Hk6LW,2026-04-30 03:20:17+00:00,1777519217000,457,25.99809,40.16904,1009.19,42728,42903.0,-0.004078968836678088,1.3046399999999991,0.15625,,,,0.766044443118978,0.6427876096865394,0,Good,test
19200530-065424,-OrROj5T7HjNhoK0isZD,2026-04-30 03:20:27+00:00,1777519227000,467,26.00158,38.50778,1009.19,43168,43168.0,0.0,0.045659999999998035,0.161640000000002,,,,0.766044443118978,0.6427876096865394,0,Good,test
19200530-065424,-OrROlXDF4jGQLy7SFR2,2026-04-30 03:20:37+00:00,1777519237000,477,26.00602,37.98106,1009.19,43754,43754.0,0.0,-0.41797000000000395,0.1660800000000009,,,,0.766044443118978,0.6427876096865394,0,Good,test
19200530-065424,-OrROnwo2DzwhA18tGBw,2026-04-30 03:20:47+00:00,1777519247000,487,26.0076,37.72971,1009.19,43938,43938.0,0.0,-1.4512199999999993,0.16670999999999836,,,,0.766044443118978,0.6427876096865394,0,Good,test
19200530-065424,-OrROqOvhQ0PT8kDpVC0,2026-04-30 03:20:57+00:00,1777519257000,497,26.0076,37.65548,1009.17999,44497,44497.0,0.0,-0.8758700000000061,0.16418000000000177,,,,0.766044443118978,0.6427876096865394,0,Good,test
19200530-065424,-OrROsqCXXSeXN0JBWpO,2026-04-30 03:21:07+00:00,1777519267000,507,26.00697,37.66112,1009.19,44639,44639.0,0.0,-0.5493900000000025,0.16132999999999953,,,,0.7688418320734596,0.6394390019805847,0,Good,test
19200530-065424,-OrROvHjJjwieKpQ6RKi,2026-04-30 03:21:17+00:00,1777519277000,517,26.00538,37.80376,1009.19,43257,44639.0,-0.030959474898631243,-0.6135100000000051,0.15561999999999898,-0.014061198078175435,,,0.7688418320734596,0.6394390019805847,0,Good,test
19200530-065424,-OrROxi0cKyg5d0J90Sa,2026-04-30 03:21:27+00:00,1777519287000,527,26.00697,39.06609,1009.19,44262,44639.0,-0.008445529693765542,-1.1161699999999968,0.1540399999999984,-0.0016083979539100665,,,0.7688418320734596,0.6394390019805847,0,Good,test
19200530-065424,-OrRP-9kg9xinO1TH8cg,2026-04-30 03:21:37+00:00,1777519297000,537,26.00475,38.18129,1009.19,44687,44687.0,0.0,-1.1917800000000014,0.14643000000000228,0.0,,,0.7688418320734596,0.6394390019805847,0,Good,test
19200530-065424,-OrRP1bVvs3GHssuMOKt,2026-04-30 03:21:47+00:00,1777519307000,547,26.00095,37.97482,1009.19,45071,45071.0,0.0,-2.11027,0.13533999999999935,0.012168681229334923,,,0.7688418320734596,0.6394390019805847,0,Good,test
19200530-065424,-OrRP4Blol2LiwdOSNmh,2026-04-30 03:21:57+00:00,1777519317000,557,25.99492,37.81981,1009.19,45266,45266.0,0.0,-1.8144300000000015,0.12424000000000035,0.0,,,0.7688418320734596,0.6394390019805847,0,Good,test
19200530-065424,-OrRP6TqKFOVtlYliAPg,2026-04-30 03:22:07+00:00,1777519327000,567,25.987,37.80185,1009.20001,45611,45611.0,0.0,-0.9335099999999983,0.1150500000000001,0.0,,,0.7716245833877199,0.6360782202777641,0,Good,test
19200530-065424,-OrRP8v1PmXEtPen9rQb,2026-04-30 03:22:17+00:00,1777519337000,577,25.98034,37.80688,1009.20001,45512,45611.0,-0.002170529039047598,-0.7790600000000012,0.10903000000000063,-0.002170529039047598,,,0.7716245833877199,0.6360782202777641,0,Good,test
19200530-065424,-OrRPBMvAz4YjnfXM6Al,2026-04-30 03:22:27+00:00,1777519347000,587,25.97115,38.08616,1009.20001,45512,45611.0,-0.002170529039047598,-0.184350000000002,0.09952000000000183,-0.002170529039047598,,,0.7716245833877199,0.6360782202777641,0,Good,test
19200530-065424,-OrRPDoQltJMPHXzwMHp,2026-04-30 03:22:37+00:00,1777519357000,597,25.96259,38.25136,1009.20001,44927,45611.0,-0.014996382451601587,0.07839999999999492,0.09253999999999962,-0.014996382451601587,,,0.7716245833877199,0.6360782202777641,0,Good,test
19200530-065424,-OrRPGEzpfoNpjeXMvnU,2026-04-30 03:22:47+00:00,1777519367000,607,25.95404,38.29631,1009.20001,45710,45710.0,0.0,-0.5200299999999984,0.07733999999999952,0.0,,,0.7716245833877199,0.6360782202777641,0,Good,test
19200530-065424,-OrRPIgcJN1UNTB4Xda3,2026-04-30 03:22:57+00:00,1777519377000,617,25.94421,38.02613,1009.21002,46419,46419.0,0.0,-1.3213099999999969,0.05578000000000216,0.0009519038076152305,,,0.7716245833877199,0.6360782202777641,0,Good,test
19200530-065424,-OrRPL7R2lw1uBaPu622,2026-04-30 03:23:07+00:00,1777519387000,627,25.94738,38.58246,1009.20001,45710,46419.0,-0.01527391800771236,-0.89358,0.04373999999999967,-0.01527391800771236,,,0.7743926440821856,0.6327053285625162,0,Good,test
19200530-065424,-OrRPN_GzeRS98xwSlgi,2026-04-30 03:23:17+00:00,1777519397000,637,25.94928,39.1406,1009.20001,45860,46419.0,-0.012042482604106078,0.6592199999999977,0.03518000000000043,-0.012042482604106078,,,0.7743926440821856,0.6327053285625162,0,Good,test
19200530-065424,-OrRPQ0G6uFcYDaKe1KA,2026-04-30 03:23:27+00:00,1777519407000,647,25.95245,39.89756,1009.20001,45611,46419.0,-0.017406665374092505,1.2317800000000005,0.03200999999999965,-0.017406665374092505,,,0.7743926440821856,0.6327053285625162,0,Good,test
19200530-065424,-OrRPSSM1RPJWZJluElt,2026-04-30 03:23:37+00:00,1777519417000,657,25.95562,39.79951,1009.20001,45217,46419.0,-0.025894569034231672,1.1324699999999979,0.02312999999999832,-0.017181726743998843,,,0.7743926440821856,0.6327053285625162,0,Good,test
19200530-065424,-OrRPUtZnEOoWzz3n0pp,2026-04-30 03:23:47+00:00,1777519427000,667,25.95689,38.86507,1009.20001,46011,46419.0,-0.008789504297809086,-0.5575100000000006,0.013310000000000599,-0.008789504297809086,,,0.7743926440821856,0.6327053285625162,0,Good,test
19200530-065424,-OrRPXL4-bOM9XjUrv3s,2026-04-30 03:23:57+00:00,1777519437000,677,25.95657,38.36537,1009.19,46471,46471.0,0.0,-1.3412199999999999,0.004429999999999268,0.0,,,0.7743926440821856,0.6327053285625162,0,Good,test
19200530-065424,-OrRPZm1DFR4rwQoYQaP,2026-04-30 03:24:07+00:00,1777519447000,687,25.95404,38.15881,1009.19,46678,46678.0,0.0,-1.4382499999999965,-0.0009499999999995623,0.0,,,0.7771459614569709,0.6293203910498375,0,Good,test
19200530-065424,-OrRPbDHCaJBBj7SKgNR,2026-04-30 03:24:17+00:00,1777519457000,697,25.95182,38.15286,1009.19,46730,46730.0,0.0,-1.0055400000000034,-0.0022199999999976683,0.00782139138436206,,,0.7771459614569709,0.6293203910498375,0,Good,test
19200530-065424,-OrRPdeP9GLQUj-GbTA_,2026-04-30 03:24:27+00:00,1777519467000,707,25.95087,40.26252,1009.19,46164,46730.0,-0.012112133533062272,1.5239800000000017,-0.0057000000000009265,-0.012112133533062272,,,0.7771459614569709,0.6293203910498375,0,Good,test
19200530-065424,-OrRPg5Zj3RqE-mto9la,2026-04-30 03:24:37+00:00,1777519477000,717,25.95087,39.03709,1009.20001,46419,46730.0,-0.006655253584421142,0.6594199999999972,-0.013630000000002696,-0.006655253584421142,40.26252,,0.7771459614569709,0.6293203910498375,0,Good,test
19200530-065424,-OrRPiYr9U7iLctjd-v9,2026-04-30 03:24:47+00:00,1777519487000,727,25.95214,38.35344,1009.20001,46834,46834.0,0.0,-0.16830000000000211,-0.018380000000000507,0.0,40.26252,,0.7771459614569709,0.6293203910498375,0,Good,test
19200530-065424,-OrRPkzMLo8tjW7GCKHI,2026-04-30 03:24:57+00:00,1777519497000,737,25.95404,38.70954,1009.20001,46317,46834.0,-0.011038988768843148,0.6111299999999957,-0.024720000000002074,-0.011038988768843148,40.26252,,0.7771459614569709,0.6293203910498375,0,Good,test
19200530-065424,-OrRPpQBFExBE3RxbWND,2026-04-30 03:25:07+00:00,1777519507000,747,25.95911,38.4402,1009.20001,47044,47044.0,0.0,-0.3477800000000002,-0.030110000000000525,0.018087313241498263,40.26252,,0.7798844830928817,0.6259234721840591,0,Good,test
19200530-065424,-OrRPprqD21gYWMdVQQ2,2026-04-30 03:25:17+00:00,1777519517000,757,25.96386,38.56123,1009.20001,46990,47044.0,-0.0011478615763965648,-1.6078100000000006,-0.03423000000000087,0.0029311072602815225,40.26252,,0.7798844830928817,0.6259234721840591,0,Good,test
19200530-065424,-OrRPsJYFDat8VIsJVnY,2026-04-30 03:25:27+00:00,1777519527000,767,25.97083,38.29234,1009.21002,47096,47096.0,0.0,-0.21543999999999386,-0.030750000000001165,0.0,40.26252,,0.7798844830928817,0.6259234721840591,0,Good,test
19200530-065424,-OrRPuk7DKQ2-UMVuL-X,2026-04-30 03:25:37+00:00,1777519537000,777,25.97686,38.01808,1009.21997,47044,47096.0,-0.001104127739086122,0.037019999999998277,-0.029160000000000963,-0.001104127739086122,40.26252,,0.7798844830928817,0.6259234721840591,0,Good,test
19200530-065424,-OrRPxC8JePI58b1o6Ee,2026-04-30 03:25:47+00:00,1777519547000,787,25.98098,37.98991,1009.21002,47202,47202.0,0.0,0.26020000000000465,-0.026620000000001198,0.0,40.26252,,0.7798844830928817,0.6259234721840591,0,Good,test
19200530-065424,-OrRPzdKHsVEuQCMi5Hu,2026-04-30 03:25:57+00:00,1777519557000,797,25.98256,37.91571,1009.21002,47577,47577.0,0.0,0.26022999999999996,-0.025040000000000617,0.0,40.26252,,0.7798844830928817,0.6259234721840591,0,Good,test
19200530-065424,-OrRQ13kbrZbGNslGv1x,2026-04-30 03:26:07+00:00,1777519567000,807,25.98415,37.84156,1009.21002,47362,47577.0,-0.004518990268407004,0.18044000000000437,-0.022819999999999396,-0.004518990268407004,40.26252,-0.030959474898631243,0.7826081568524139,0.6225146366376195,0,Good,test
19200530-065424,-OrRQ3XuMu1pygpv9oun,2026-04-30 03:26:17+00:00,1777519577000,817,25.98636,38.46028,1009.20001,46062,47577.0,-0.031843117472728416,0.6565200000000004,-0.019019999999997594,-0.000883642574097173,40.26252,-0.031843117472728416,0.7826081568524139,0.6225146366376195,0,Good,test
19200530-065424,-OrRQ5yIz293j3sKKCjd,2026-04-30 03:26:27+00:00,1777519587000,827,25.98795,38.69012,1009.21002,47416,47577.0,-0.003383988061458268,-0.37597000000000236,-0.019019999999997594,0.0050615416323072735,40.26252,-0.031843117472728416,0.7826081568524139,0.6225146366376195,0,Good,test
19200530-065424,-OrRQ8Odr6WLEFz5cfJa,2026-04-30 03:26:37+00:00,1777519597000,837,25.98985,38.17973,1009.20001,47604,47604.0,0.0,-0.0015599999999977854,-0.014900000000000801,0.0,40.26252,-0.031843117472728416,0.7826081568524139,0.6225146366376195,0,Good,test
19200530-065424,-OrRQAqLGTGpz-vAzCeR,2026-04-30 03:26:47+00:00,1777519607000,847,25.99429,38.23175,1009.21002,47794,47794.0,0.0,0.256929999999997,-0.00666000000000011,0.0,40.26252,-0.031843117472728416,0.7826081568524139,0.6225146366376195,0,Good,test
19200530-065424,-OrRQDHR5tnfqPMV3nGj,2026-04-30 03:26:57+00:00,1777519617000,857,26.00411,38.82405,1009.20001,46886,47794.0,-0.01899820061095535,1.004240000000003,0.009190000000000254,-0.01899820061095535,40.26252,-0.031843117472728416,0.7826081568524139,0.6225146366376195,0,Good,test
19200530-065424,-OrRQFm_Yn8xR0chEq4l,2026-04-30 03:27:07+00:00,1777519627000,867,26.01172,38.29662,1009.20001,47931,47931.0,0.0,0.4947699999999955,0.024720000000002074,0.0,40.26252,-0.031843117472728416,0.785316930880745,0.619093949309834,0,Good,test
19200530-065424,-OrRQIAKdFCAMGIUU-mr,2026-04-30 03:27:17+00:00,1777519637000,877,26.01616,37.79344,1009.20001,48014,48014.0,0.0,-0.013440000000002783,0.03581999999999752,0.002170529039047598,40.26252,-0.031843117472728416,0.785316930880745,0.619093949309834,0,Good,test
19200530-065424,-OrRQKabcVKcoRBF1pQI,2026-04-30 03:27:27+00:00,1777519647000,887,26.03771,39.64642,1009.20001,47469,48014.0,-0.011350856000333236,1.5602599999999995,0.06655999999999906,-0.009180326961285639,40.26252,-0.031843117472728416,0.785316930880745,0.619093949309834,0,Good,test
20260429-192359,-OrPiHPaSUzDc_lkLmA3,2026-04-29 19:31:00+00:00,1777491060000,420,24.35537,32.52805,1018.08002,57787,57787.0,0.0,1.133140000000001,-0.7048799999999993,,,,-0.9222009716704518,0.3867109616368206,0,Good,train
20260429-192359,-OrPiJr0xvNjC5rQ7_-z,2026-04-29 19:31:10+00:00,1777491070000,430,24.33667,32.52085,1018.08002,58148,58148.0,0.0,1.0687900000000035,-0.6893499999999975,,,,-0.9222009716704518,0.3867109616368206,0,Good,train
20260429-192359,-OrPiMIPltZaZV9Xc_tZ,2026-04-29 19:31:20+00:00,1777491080000,440,24.31923,32.51377,1018.08002,58391,58391.0,0.0,1.0701,-0.6738299999999988,,,,-0.9222009716704518,0.3867109616368206,0,Good,train
20260429-192359,-OrPiOjP3L1vInV3tGR0,2026-04-29 19:31:30+00:00,1777491090000,450,24.30212,32.48471,1018.07001,58473,58473.0,0.0,1.0274800000000006,-0.658610000000003,,,,-0.9222009716704518,0.3867109616368206,0,Good,train
20260429-192359,-OrPiRAriO4alUexRjVo,2026-04-29 19:31:40+00:00,1777491100000,460,24.28881,32.48351,1018.07001,58925,58925.0,0.0,0.9740300000000026,-0.6440299999999972,,,,-0.9222009716704518,0.3867109616368206,0,Good,train
20260429-192359,-OrPiTc8T7g9pIXDgtkC,2026-04-29 19:31:50+00:00,1777491110000,470,24.2755,32.49882,1018.07001,59008,59008.0,0.0,0.9647000000000006,-0.6265900000000002,,,,-0.9222009716704518,0.3867109616368206,0,Good,train
20260429-192359,-OrPiW3c8qconI-SSsbF,2026-04-29 19:32:00+00:00,1777491120000,480,24.26187,32.54162,1018.06,59259,59259.0,0.0,0.9827200000000005,-0.6110700000000016,,,,-0.92050485345244,0.39073112848927427,0,Good,train
20260429-192359,-OrPiYXJpBmz5yAVlnXz,2026-04-29 19:32:10+00:00,1777491130000,490,24.24983,32.57906,1018.06,59175,59259.0,-0.001417506201589632,0.9844499999999989,-0.593630000000001,,,,-0.92050485345244,0.39073112848927427,0,Good,train
20260429-192359,-OrPi_wueCS_wyr5lGMf,2026-04-29 19:32:20+00:00,1777491140000,500,24.23778,32.59449,1018.03998,59681,59681.0,0.0,0.9478600000000021,-0.574939999999998,,,,-0.92050485345244,0.39073112848927427,0,Good,train
20260429-192359,-OrPicOL7e833NwIzRvQ,2026-04-29 19:32:30+00:00,1777491150000,510,24.22574,32.59891,1018.07001,59554,59681.0,-0.0021279804292823512,0.9109699999999954,-0.5587700000000027,-0.0021279804292823512,,,-0.92050485345244,0.39073112848927427,0,Good,train
20260429-192359,-OrPiepJhE0OwHzXXr0T,2026-04-29 19:32:40+00:00,1777491160000,520,24.21401,32.59785,1018.08002,59809,59809.0,0.0,0.8742400000000004,-0.5403900000000021,0.0,,,-0.92050485345244,0.39073112848927427,0,Good,train
20260429-192359,-OrPihGNM_Aky6AmbTIm,2026-04-29 19:32:50+00:00,1777491170000,530,24.20133,32.5857,1018.09003,60413,60413.0,0.0,0.8041800000000023,-0.5264500000000005,0.0,,,-0.92050485345244,0.39073112848927427,0,Good,train
20260429-192359,-OrPiji1Yx-k4nO5b4RD,2026-04-29 19:33:00+00:00,1777491180000,540,24.18929,32.62315,1018.10999,60632,60632.0,0.0,0.789080000000002,-0.5131300000000003,0.0,,,-0.9187912101488985,0.39474385638426673,0,Good,train
20260429-192359,-OrPim93WMRl88xYpweg,2026-04-29 19:33:10+00:00,1777491190000,550,24.17915,32.63875,1018.12,60544,60632.0,-0.001451378809869376,0.7685900000000032,-0.4975999999999985,-0.001451378809869376,,,-0.9187912101488985,0.39474385638426673,0,Good,train
20260429-192359,-OrPiofaPUoshUltmoJD,2026-04-29 19:33:20+00:00,1777491200000,560,24.17027,32.64346,1018.12,60764,60764.0,0.0,0.7260899999999992,-0.4823900000000023,0.0,,,-0.9187912101488985,0.39474385638426673,0,Good,train
20260429-192359,-OrPir5-Dvu2WPGtKeTM,2026-04-29 19:33:30+00:00,1777491210000,570,24.15918,32.6755,1018.10999,61163,61163.0,0.0,0.7382799999999996,-0.4700300000000013,0.0,,,-0.9187912101488985,0.39474385638426673,0,Good,train
20260429-192359,-OrPitUGOphkNQXzuqxu,2026-04-29 19:33:40+00:00,1777491220000,580,24.14999,32.6967,1018.12,61074,61163.0,-0.0014551281003220902,0.7012299999999989,-0.4557600000000015,-0.0014551281003220902,,,-0.9187912101488985,0.39474385638426673,0,Good,train
20260429-192359,-OrPivvFOCGbOnzoqp22,2026-04-29 19:33:50+00:00,1777491230000,590,24.13858,32.7122,1018.10999,61477,61477.0,0.0,0.6749600000000058,-0.44340000000000046,0.0,,,-0.9187912101488985,0.39474385638426673,0,Good,train
20260429-192359,-OrPiyqeOVJ8EumiSepN,2026-04-29 19:34:00+00:00,1777491240000,600,24.12717,32.73871,1018.10999,61568,61568.0,0.0,0.6814999999999998,-0.4326299999999996,0.0,,,-0.917060074385124,0.39874906892524625,0,Good,train
20260429-192359,-OrPj-nYakhnCEm-zDHm,2026-04-29 19:34:10+00:00,1777491250000,610,24.11703,32.75432,1018.10999,61522,61568.0,-0.0007471413721413722,0.6606099999999984,-0.42120999999999853,-0.0007471413721413722,,,-0.917060074385124,0.39874906892524625,0,Good,train
20260429-192359,-OrPj2EhdbPn5vk8TAkf,2026-04-29 19:34:20+00:00,1777491260000,620,24.10625,32.76437,1018.09998,61886,61886.0,0.0,0.6286899999999989,-0.41011999999999915,0.0,,,-0.917060074385124,0.39874906892524625,0,Good,train
20260429-192359,-OrPj4foJ3hfVtqHjnPm,2026-04-29 19:34:30+00:00,1777491270000,630,24.09674,32.78004,1018.09998,61978,61978.0,0.0,0.6132800000000032,-0.39872000000000085,0.0,,,-0.917060074385124,0.39874906892524625,0,Good,train
20260429-192359,-OrPj77B9kYXoZo8LcKs,2026-04-29 19:34:40+00:00,1777491280000,640,24.08565,32.80659,1018.09003,62208,62208.0,0.0,0.6360499999999973,-0.3907899999999991,0.0,,,-0.917060074385124,0.39874906892524625,0,Good,train
20260429-192359,-OrPj9ZVyW7xR6bXhFhu,2026-04-29 19:34:50+00:00,1777491290000,650,24.07646,32.80025,1018.08002,62440,62440.0,0.0,0.6145899999999997,-0.3847699999999996,0.0,,,-0.917060074385124,0.39874906892524625,0,Good,train
20260429-192359,-OrPjC-qL3DrHaOuYTqw,2026-04-29 19:35:00+00:00,1777491300000,660,24.06727,32.79941,1018.08002,62580,62580.0,0.0,0.6040199999999984,-0.3800099999999986,0.0,,,-0.9153114791194472,0.402746689858737,0,Good,train
20260429-192359,-OrPjERzKjYJPvhuWvCN,2026-04-29 19:35:10+00:00,1777491310000,670,24.05713,32.79849,1018.07001,62767,62767.0,0.0,0.5109700000000004,-0.3758899999999983,0.0,,,-0.9153114791194472,0.402746689858737,0,Good,train
20260429-192359,-OrPjGtKO4XVT1Vx6VQZ,2026-04-29 19:35:20+00:00,1777491320000,680,24.0454,32.8305,1018.06,62956,62956.0,0.0,0.4397999999999982,-0.37335999999999814,0.0,,,-0.9153114791194472,0.402746689858737,0,Good,train
20260429-192359,-OrPjJLS3_1986PGE-jG,2026-04-29 19:35:30+00:00,1777491330000,690,24.03367,32.85701,1018.06,62627,62956.0,-0.0052258720376135714,0.4291499999999999,-0.3701900000000009,-0.0052258720376135714,,,-0.9153114791194472,0.402746689858737,0,Good,train
20260429-192359,-OrPjLlkWD8F9vy4UOID,2026-04-29 19:35:40+00:00,1777491340000,700,24.02195,32.89454,1018.06,63004,63004.0,0.0,0.4131099999999961,-0.36574999999999847,0.0,,,-0.9153114791194472,0.402746689858737,0,Good,train
20260429-192359,-OrPjOD5-8tDG2pPx7yX,2026-04-29 19:35:50+00:00,1777491350000,710,24.01085,32.93214,1018.04999,63098,63098.0,0.0,0.41358999999999924,-0.3613199999999992,0.0,32.93214,,-0.9153114791194472,0.402746689858737,0,Good,train
20260429-192359,-OrPjQe8p9FITUJCrewV,2026-04-29 19:36:00+00:00,1777491360000,720,24.00039,32.93671,1018.04999,63289,63289.0,0.0,0.4086599999999976,-0.3549800000000012,0.0,32.93671,,-0.9135454576426008,0.40673664307580054,0,Good,train
20260429-192359,-OrPjT5R4b8ldhgtBS--,2026-04-29 19:36:10+00:00,1777491370000,730,23.99152,32.93039,1018.03998,63481,63481.0,0.0,0.4095399999999998,-0.3451500000000003,0.0,32.93671,,-0.9135454576426008,0.40673664307580054,0,Good,train
20260429-192359,-OrPjVYNyrqHP7ex9i-1,2026-04-29 19:36:20+00:00,1777491380000,740,23.98423,32.93524,1018.03003,63289,63481.0,-0.003024527023833903,0.42146999999999935,-0.33500000000000085,-0.003024527023833903,32.93671,,-0.9135454576426008,0.40673664307580054,0,Good,train
20260429-192359,-OrPjY6ENTDIYHoBgHfG,2026-04-29 19:36:30+00:00,1777491390000,750,23.97852,32.93472,1018.03003,63674,63674.0,0.0,0.4500099999999989,-0.323599999999999,0.0,32.93671,,-0.9135454576426008,0.40673664307580054,0,Good,train
20260429-192359,-OrPj_QCWmd_eqFOEOtS,2026-04-29 19:36:40+00:00,1777491400000,760,23.97219,32.94518,1018.03003,63820,63820.0,0.0,0.461669999999998,-0.31662000000000035,0.0,32.94518,,-0.9135454576426008,0.40673664307580054,0,Good,train
20260429-192359,-OrPjbrfdWt1kuDyerEf,2026-04-29 19:36:50+00:00,1777491410000,770,23.96553,32.95008,1018.02002,63868,63868.0,0.0,0.4512599999999978,-0.30996999999999986,0.0,32.95008,,-0.9135454576426008,0.40673664307580054,0,Good,train
20260429-192359,-OrPjeIqFUqE-D6pnTSI,2026-04-29 19:37:00+00:00,1777491420000,780,23.95634,32.98235,1018.0,63966,63966.0,0.0,0.44072999999999496,-0.3055299999999974,0.0,32.98235,,-0.9117620435770886,0.4107188526134774,0,Good,train
20260429-192359,-OrPjgkW8c3rxT1K5_L7,2026-04-29 19:37:10+00:00,1777491430000,790,23.94841,33.0037,1018.0,64064,64064.0,0.0,0.4246400000000037,-0.30142000000000024,0.001417506201589632,33.0037,,-0.9117620435770886,0.4107188526134774,0,Good,train
20260429-192359,-OrPjjBTXFqWVO0GLhA1,2026-04-29 19:37:20+00:00,1777491440000,800,23.94144,33.03618,1018.0,64359,64359.0,0.0,0.44169000000000125,-0.2963400000000007,0.0,33.03618,-0.0052258720376135714,-0.9117620435770886,0.4107188526134774,0,Good,train
20260429-192359,-OrPjlcZVnLoBtHtYni1,2026-04-29 19:37:30+00:00,1777491450000,810,23.93447,33.0521,1017.98999,63966,64359.0,-0.006106372069174475,0.4531900000000064,-0.29126999999999725,-0.003978391639892123,33.0521,-0.006106372069174475,-0.9117620435770886,0.4107188526134774,0,Good,train
20260429-192359,-OrPjo3dnZ-e2_--AY2-,2026-04-29 19:37:40+00:00,1777491460000,820,23.92655,33.06243,1017.97998,64113,64359.0,-0.0038223092341397474,0.464579999999998,-0.2874599999999994,-0.0038223092341397474,33.06243,-0.006106372069174475,-0.9117620435770886,0.4107188526134774,0,Good,train
20260429-192359,-OrPjqWFOp565F8ATxlE,2026-04-29 19:37:50+00:00,1777491470000,830,23.92052,33.07844,1017.97998,64458,64458.0,0.0,0.49273999999999774,-0.2808099999999989,0.0,33.07844,-0.006106372069174475,-0.9117620435770886,0.4107188526134774,0,Good,train
20260429-192359,-OrPjsxaoFiXO9DsKIfG,2026-04-29 19:38:00+00:00,1777491480000,840,23.91545,33.10006,1017.97998,64409,64458.0,-0.0007601849266188836,0.4769099999999966,-0.27383999999999986,-0.0007601849266188836,33.10006,-0.006106372069174475,-0.9099612708765433,0.4146932426562389,0,Good,train
20260429-192359,-OrPjvORX_3nkEZdDwLy,2026-04-29 19:38:10+00:00,1777491490000,850,23.90911,33.09949,1017.96997,64508,64508.0,0.0,0.46074000000000126,-0.2700400000000016,0.001451378809869376,33.10006,-0.006106372069174475,-0.9099612708765433,0.4146932426562389,0,Good,train
20260429-192359,-OrPjxpnPNjsF8RBRilP,2026-04-29 19:38:20+00:00,1777491500000,860,23.90309,33.09341,1017.96997,64807,64807.0,0.0,0.4499500000000012,-0.26717999999999975,0.0,33.10006,-0.006106372069174475,-0.9099612708765433,0.4146932426562389,0,Good,train
20260429-192359,-OrPk-IBXuGHrUAyDCj5,2026-04-29 19:38:30+00:00,1777491510000,870,23.89485,33.11475,1017.97998,64958,64958.0,0.0,0.43925000000000125,-0.2643299999999975,0.0,33.11475,-0.006106372069174475,-0.9099612708765433,0.4146932426562389,0,Good,train
20260429-192359,-OrPk1iB8umz9kAzhpjM,2026-04-29 19:38:40+00:00,1777491520000,880,23.88756,33.14722,1017.97998,64908,64958.0,-0.0007697281320237692,0.45051999999999737,-0.2624299999999984,0.000685399968298321,33.14722,-0.006106372069174475,-0.9099612708765433,0.4146932426562389,0,Good,train
20260429-192359,-OrPk49yvqsfcteMeF8k,2026-04-29 19:38:50+00:00,1777491530000,890,23.88059,33.15211,1017.96997,64807,64958.0,-0.002324578958711783,0.4399099999999976,-0.2579899999999995,-0.002324578958711783,33.15211,-0.006106372069174475,-0.9099612708765433,0.4146932426562389,0,Good,train
20260429-192359,-OrPk6atXxPnLZ1ibxlC,2026-04-29 19:39:00+00:00,1777491540000,900,23.87584,33.16825,1017.96002,65313,65313.0,0.0,0.4295400000000029,-0.2513299999999994,0.0,33.16825,-0.006106372069174475,-0.9081431738250815,0.4186597375374277,0,Good,train
20260429-192359,-OrPk92prl9J2UCcxN5a,2026-04-29 19:39:10+00:00,1777491550000,910,23.8714,33.16784,1017.95001,65517,65517.0,0.0,0.41351999999999833,-0.24562999999999846,0.0007471413721413722,33.16825,-0.006106372069174475,-0.9081431738250815,0.4186597375374277,0,Good,train
20260429-192359,-OrPkBUAIcbeDwUkp-Vb,2026-04-29 19:39:20+00:00,1777491560000,920,23.86633,33.16737,1017.95001,64807,65517.0,-0.010836882030618007,0.4029999999999987,-0.2399199999999979,-0.010836882030618007,33.16825,-0.010836882030618007,-0.9081431738250815,0.4186597375374277,0,Good,train
20260429-192359,-OrPkDvQNo_uA5u5z18y,2026-04-29 19:39:30+00:00,1777491570000,930,23.86094,33.17241,1017.95001,65620,65620.0,0.0,0.39236999999999966,-0.23580000000000112,0.0,33.17241,-0.010836882030618007,-0.9081431738250815,0.4186597375374277,0,Good,train
20260429-192359,-OrPkGU7g78F7Rg7vdUK,2026-04-29 19:39:40+00:00,1777491580000,940,23.85587,33.19404,1017.97998,65211,65620.0,-0.006232855836635172,0.3874500000000012,-0.22978000000000165,-0.006232855836635172,33.19404,-0.010836882030618007,-0.9081431738250815,0.4186597375374277,0,Good,train
